win_lose,id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,league_id,season,team_long_name/0,team_long_name/1
3,30,10000,9993,2,2,1,2008/2009,SV Zulte-Waregem,Beerschot AC
3,31,9994,9985,1,1,1,2008/2009,Sporting Lokeren,Standard de Liège
1,32,7947,8571,1,0,1,2008/2009,FCV Dender EH,KV Kortrijk
3,33,8203,9998,0,0,1,2008/2009,KV Mechelen,RAEC Mons
1,34,9996,9986,2,1,1,2008/2009,Royal Excel Mouscron,Sporting Charleroi
1,35,4049,9984,3,0,1,2008/2009,Tubize,KSV Cercle Brugge
1,36,10001,9991,3,2,1,2008/2009,KVC Westerlo,KAA Gent
1,37,8635,10001,2,0,1,2008/2009,RSC Anderlecht,KVC Westerlo
1,38,9985,9996,3,1,1,2008/2009,Standard de Liège,Royal Excel Mouscron
2,39,9998,8342,1,2,1,2008/2009,RAEC Mons,Club Brugge KV
1,40,9986,4049,3,2,1,2008/2009,Sporting Charleroi,Tubize
1,41,9984,8203,2,1,1,2008/2009,KSV Cercle Brugge,KV Mechelen
2,42,9991,9987,2,3,1,2008/2009,KAA Gent,KRC Genk
3,43,9999,7947,2,2,1,2008/2009,KSV Roeselare,FCV Dender EH
1,44,8571,10000,1,0,1,2008/2009,KV Kortrijk,SV Zulte-Waregem
2,45,9993,9994,0,2,1,2008/2009,Beerschot AC,Sporting Lokeren
1,46,8342,9993,3,0,1,2008/2009,Club Brugge KV,Beerschot AC
1,47,9987,9984,3,2,1,2008/2009,KRC Genk,KSV Cercle Brugge
1,48,10000,9986,4,2,1,2008/2009,SV Zulte-Waregem,Sporting Charleroi
1,49,9991,9999,4,0,1,2008/2009,KAA Gent,KSV Roeselare
2,50,7947,8635,0,2,1,2008/2009,FCV Dender EH,RSC Anderlecht
3,51,8203,9985,0,0,1,2008/2009,KV Mechelen,Standard de Liège
1,52,9996,9994,2,0,1,2008/2009,Royal Excel Mouscron,Sporting Lokeren
3,53,4049,8571,3,3,1,2008/2009,Tubize,KV Kortrijk
1,54,10001,9998,2,1,1,2008/2009,KVC Westerlo,RAEC Mons
1,55,8635,4049,5,1,1,2008/2009,RSC Anderlecht,Tubize
2,56,9985,10000,1,2,1,2008/2009,Standard de Liège,SV Zulte-Waregem
1,57,9998,7947,5,2,1,2008/2009,RAEC Mons,FCV Dender EH
2,58,9986,8203,1,2,1,2008/2009,Sporting Charleroi,KV Mechelen
1,59,9984,9991,3,1,1,2008/2009,KSV Cercle Brugge,KAA Gent
1,60,9994,8342,2,0,1,2008/2009,Sporting Lokeren,Club Brugge KV
1,61,9999,10001,1,0,1,2008/2009,KSV Roeselare,KVC Westerlo
1,62,8571,9987,3,1,1,2008/2009,KV Kortrijk,KRC Genk
1,63,9993,9996,3,0,1,2008/2009,Beerschot AC,Royal Excel Mouscron
2,64,8342,9985,1,4,1,2008/2009,Club Brugge KV,Standard de Liège
1,65,9987,9986,1,0,1,2008/2009,KRC Genk,Sporting Charleroi
1,66,10000,9996,2,1,1,2008/2009,SV Zulte-Waregem,Royal Excel Mouscron
3,67,9991,8571,1,1,1,2008/2009,KAA Gent,KV Kortrijk
3,68,7947,9994,1,1,1,2008/2009,FCV Dender EH,Sporting Lokeren
1,69,8203,9993,2,1,1,2008/2009,KV Mechelen,Beerschot AC
2,70,9999,8635,0,3,1,2008/2009,KSV Roeselare,RSC Anderlecht
1,71,4049,9998,2,1,1,2008/2009,Tubize,RAEC Mons
2,72,10001,9984,1,2,1,2008/2009,KVC Westerlo,KSV Cercle Brugge
1,73,8635,9987,2,0,1,2008/2009,RSC Anderlecht,KRC Genk
1,74,9985,9991,2,1,1,2008/2009,Standard de Liège,KAA Gent
3,75,9998,10000,2,2,1,2008/2009,RAEC Mons,SV Zulte-Waregem
1,76,9986,7947,2,0,1,2008/2009,Sporting Charleroi,FCV Dender EH
1,77,9984,9999,4,3,1,2008/2009,KSV Cercle Brugge,KSV Roeselare
3,78,9994,8203,2,2,1,2008/2009,Sporting Lokeren,KV Mechelen
1,79,9996,8342,5,1,1,2008/2009,Royal Excel Mouscron,Club Brugge KV
3,80,8571,10001,0,0,1,2008/2009,KV Kortrijk,KVC Westerlo
1,81,9993,4049,2,0,1,2008/2009,Beerschot AC,Tubize
1,82,9993,9987,4,1,1,2008/2009,Beerschot AC,KRC Genk
1,83,9994,10000,2,1,1,2008/2009,Sporting Lokeren,SV Zulte-Waregem
2,84,8635,9984,1,2,1,2008/2009,RSC Anderlecht,KSV Cercle Brugge
2,85,9998,9991,1,2,1,2008/2009,RAEC Mons,KAA Gent
1,86,9985,7947,3,2,1,2008/2009,Standard de Liège,FCV Dender EH
1,87,8342,8203,3,0,1,2008/2009,Club Brugge KV,KV Mechelen
1,88,8571,9999,2,1,1,2008/2009,KV Kortrijk,KSV Roeselare
3,89,9996,4049,1,1,1,2008/2009,Royal Excel Mouscron,Tubize
2,90,9986,10001,1,2,1,2008/2009,Sporting Charleroi,KVC Westerlo
1,91,10000,8342,3,1,1,2008/2009,SV Zulte-Waregem,Club Brugge KV
2,92,9991,8635,1,2,1,2008/2009,KAA Gent,RSC Anderlecht
2,93,10001,9985,0,1,1,2008/2009,KVC Westerlo,Standard de Liège
1,94,9987,9998,2,0,1,2008/2009,KRC Genk,RAEC Mons
1,95,9999,9986,3,1,1,2008/2009,KSV Roeselare,Sporting Charleroi
1,96,4049,9994,2,1,1,2008/2009,Tubize,Sporting Lokeren
3,97,8203,9996,2,2,1,2008/2009,KV Mechelen,Royal Excel Mouscron
2,98,9984,8571,0,1,1,2008/2009,KSV Cercle Brugge,KV Kortrijk
2,99,7947,9993,0,1,1,2008/2009,FCV Dender EH,Beerschot AC
1,100,8342,10000,2,0,1,2008/2009,Club Brugge KV,SV Zulte-Waregem
3,101,8635,9991,2,2,1,2008/2009,RSC Anderlecht,KAA Gent
1,102,9985,10001,3,0,1,2008/2009,Standard de Liège,KVC Westerlo
1,103,9998,9987,3,1,1,2008/2009,RAEC Mons,KRC Genk
1,104,9986,9999,1,0,1,2008/2009,Sporting Charleroi,KSV Roeselare
1,105,9994,4049,4,1,1,2008/2009,Sporting Lokeren,Tubize
1,106,9996,8203,3,1,1,2008/2009,Royal Excel Mouscron,KV Mechelen
1,107,8571,9984,2,1,1,2008/2009,KV Kortrijk,KSV Cercle Brugge
3,108,9993,7947,1,1,1,2008/2009,Beerschot AC,FCV Dender EH
2,109,8571,8635,1,3,1,2008/2009,KV Kortrijk,RSC Anderlecht
2,110,9994,9987,1,2,1,2008/2009,Sporting Lokeren,KRC Genk
3,111,9998,9984,1,1,1,2008/2009,RAEC Mons,KSV Cercle Brugge
2,112,9986,9991,2,5,1,2008/2009,Sporting Charleroi,KAA Gent
2,113,9996,7947,0,2,1,2008/2009,Royal Excel Mouscron,FCV Dender EH
3,114,10000,8203,1,1,1,2008/2009,SV Zulte-Waregem,KV Mechelen
1,115,9985,9999,3,0,1,2008/2009,Standard de Liège,KSV Roeselare
1,116,8342,4049,3,1,1,2008/2009,Club Brugge KV,Tubize
1,117,9993,10001,2,1,1,2008/2009,Beerschot AC,KVC Westerlo
2,118,7947,8342,0,2,1,2008/2009,FCV Dender EH,Club Brugge KV
2,119,8571,9985,0,2,1,2008/2009,KV Kortrijk,Standard de Liège
1,120,8635,9998,3,2,1,2008/2009,RSC Anderlecht,RAEC Mons
2,121,9987,10000,1,2,1,2008/2009,KRC Genk,SV Zulte-Waregem
3,122,9984,9986,2,2,1,2008/2009,KSV Cercle Brugge,Sporting Charleroi
1,123,10001,9994,1,0,1,2008/2009,KVC Westerlo,Sporting Lokeren
2,124,4049,8203,1,5,1,2008/2009,Tubize,KV Mechelen
1,125,9991,9996,2,0,1,2008/2009,KAA Gent,Royal Excel Mouscron
3,126,9999,9993,2,2,1,2008/2009,KSV Roeselare,Beerschot AC
2,127,9986,8635,0,1,1,2008/2009,Sporting Charleroi,RSC Anderlecht
2,128,8342,9987,0,2,1,2008/2009,Club Brugge KV,KRC Genk
3,129,9993,9984,1,1,1,2008/2009,Beerschot AC,KSV Cercle Brugge
3,130,8203,9991,3,3,1,2008/2009,KV Mechelen,KAA Gent
1,131,10000,7947,1,0,1,2008/2009,SV Zulte-Waregem,FCV Dender EH
1,132,9994,9999,2,1,1,2008/2009,Sporting Lokeren,KSV Roeselare
3,133,9998,8571,1,1,1,2008/2009,RAEC Mons,KV Kortrijk
1,134,9985,4049,4,0,1,2008/2009,Standard de Liège,Tubize
3,135,9996,10001,0,0,1,2008/2009,Royal Excel Mouscron,KVC Westerlo
3,136,10001,8342,1,1,1,2008/2009,KVC Westerlo,Club Brugge KV
1,137,8635,9985,4,2,1,2008/2009,RSC Anderlecht,Standard de Liège
1,138,9999,9998,3,2,1,2008/2009,KSV Roeselare,RAEC Mons
2,139,4049,10000,0,6,1,2008/2009,Tubize,SV Zulte-Waregem
3,140,8571,9986,1,1,1,2008/2009,KV Kortrijk,Sporting Charleroi
3,141,9984,9994,0,0,1,2008/2009,KSV Cercle Brugge,Sporting Lokeren
2,142,7947,8203,1,2,1,2008/2009,FCV Dender EH,KV Mechelen
3,143,9987,9996,1,1,1,2008/2009,KRC Genk,Royal Excel Mouscron
2,144,9991,9993,1,3,1,2008/2009,KAA Gent,Beerschot AC
3,145,9996,8635,1,1,1,2008/2009,Royal Excel Mouscron,RSC Anderlecht
1,146,8203,9987,2,1,1,2008/2009,KV Mechelen,KRC Genk
1,147,9986,9998,3,0,1,2008/2009,Sporting Charleroi,RAEC Mons
1,148,9985,9984,4,0,1,2008/2009,Standard de Liège,KSV Cercle Brugge
2,149,9994,9991,0,1,1,2008/2009,Sporting Lokeren,KAA Gent
1,150,8342,9999,2,1,1,2008/2009,Club Brugge KV,KSV Roeselare
1,151,9993,8571,3,0,1,2008/2009,Beerschot AC,KV Kortrijk
1,152,7947,4049,4,0,1,2008/2009,FCV Dender EH,Tubize
3,153,10000,10001,1,1,1,2008/2009,SV Zulte-Waregem,KVC Westerlo
2,154,9984,8342,1,3,1,2008/2009,KSV Cercle Brugge,Club Brugge KV
2,155,9998,9985,0,1,1,2008/2009,RAEC Mons,Standard de Liège
1,156,8635,10000,2,0,1,2008/2009,RSC Anderlecht,SV Zulte-Waregem
2,157,8571,9994,2,3,1,2008/2009,KV Kortrijk,Sporting Lokeren
1,158,9987,7947,4,3,1,2008/2009,KRC Genk,FCV Dender EH
2,159,10001,8203,0,1,1,2008/2009,KVC Westerlo,KV Mechelen
1,160,9999,9996,2,0,1,2008/2009,KSV Roeselare,Royal Excel Mouscron
1,161,9991,4049,2,0,1,2008/2009,KAA Gent,Tubize
3,162,9986,9993,0,0,1,2008/2009,Sporting Charleroi,Beerschot AC
1,163,8203,8635,2,1,1,2008/2009,KV Mechelen,RSC Anderlecht
1,164,9985,9987,2,0,1,2008/2009,Standard de Liège,KRC Genk
1,165,9993,9998,2,0,1,2008/2009,Beerschot AC,RAEC Mons
3,166,9994,9986,0,0,1,2008/2009,Sporting Lokeren,Sporting Charleroi
1,167,7947,9984,1,0,1,2008/2009,FCV Dender EH,KSV Cercle Brugge
2,168,8342,9991,1,4,1,2008/2009,Club Brugge KV,KAA Gent
3,169,10000,9999,0,0,1,2008/2009,SV Zulte-Waregem,KSV Roeselare
1,170,9996,8571,1,0,1,2008/2009,Royal Excel Mouscron,KV Kortrijk
2,171,4049,10001,1,2,1,2008/2009,Tubize,KVC Westerlo
2,172,8571,8342,2,3,1,2008/2009,KV Kortrijk,Club Brugge KV
1,173,9986,9985,1,0,1,2008/2009,Sporting Charleroi,Standard de Liège
1,174,9991,10000,1,0,1,2008/2009,KAA Gent,SV Zulte-Waregem
2,175,9998,9994,0,2,1,2008/2009,RAEC Mons,Sporting Lokeren
1,176,10001,7947,3,1,1,2008/2009,KVC Westerlo,FCV Dender EH
1,177,9999,8203,1,0,1,2008/2009,KSV Roeselare,KV Mechelen
2,178,9984,9996,0,1,1,2008/2009,KSV Cercle Brugge,Royal Excel Mouscron
1,179,9987,4049,3,0,1,2008/2009,KRC Genk,Tubize
1,180,8635,9993,2,0,1,2008/2009,RSC Anderlecht,Beerschot AC
3,181,9994,8635,0,0,1,2008/2009,Sporting Lokeren,RSC Anderlecht
1,182,9996,9998,3,2,1,2008/2009,Royal Excel Mouscron,RAEC Mons
1,183,8342,9986,2,1,1,2008/2009,Club Brugge KV,Sporting Charleroi
1,184,10000,9984,3,1,1,2008/2009,SV Zulte-Waregem,KSV Cercle Brugge
3,185,7947,9991,1,1,1,2008/2009,FCV Dender EH,KAA Gent
2,186,4049,9999,0,1,1,2008/2009,Tubize,KSV Roeselare
3,187,8203,8571,1,1,1,2008/2009,KV Mechelen,KV Kortrijk
2,188,9987,10001,1,4,1,2008/2009,KRC Genk,KVC Westerlo
1,189,9985,9993,3,1,1,2008/2009,Standard de Liège,Beerschot AC
1,190,8635,8342,1,0,1,2008/2009,RSC Anderlecht,Club Brugge KV
1,191,9999,9987,1,0,1,2008/2009,KSV Roeselare,KRC Genk
2,192,9993,10000,1,2,1,2008/2009,Beerschot AC,SV Zulte-Waregem
1,193,9985,9994,1,0,1,2008/2009,Standard de Liège,Sporting Lokeren
2,194,8571,7947,1,2,1,2008/2009,KV Kortrijk,FCV Dender EH
2,195,9998,8203,0,1,1,2008/2009,RAEC Mons,KV Mechelen
1,196,9986,9996,1,0,1,2008/2009,Sporting Charleroi,Royal Excel Mouscron
1,197,9984,4049,4,1,1,2008/2009,KSV Cercle Brugge,Tubize
1,198,9991,10001,2,0,1,2008/2009,KAA Gent,KVC Westerlo
1,199,8635,8571,4,0,1,2008/2009,RSC Anderlecht,KV Kortrijk
1,200,9987,9994,1,0,1,2008/2009,KRC Genk,Sporting Lokeren
1,201,9984,9998,2,1,1,2008/2009,KSV Cercle Brugge,RAEC Mons
1,202,9991,9986,2,0,1,2008/2009,KAA Gent,Sporting Charleroi
2,203,7947,9996,1,2,1,2008/2009,FCV Dender EH,Royal Excel Mouscron
2,204,8203,10000,0,2,1,2008/2009,KV Mechelen,SV Zulte-Waregem
3,205,9999,9985,1,1,1,2008/2009,KSV Roeselare,Standard de Liège
2,206,4049,8342,1,4,1,2008/2009,Tubize,Club Brugge KV
1,207,10001,9993,1,0,1,2008/2009,KVC Westerlo,Beerschot AC
2,208,10001,8635,0,1,1,2008/2009,KVC Westerlo,RSC Anderlecht
2,209,9996,9985,0,3,1,2008/2009,Royal Excel Mouscron,Standard de Liège
1,210,8342,9998,3,2,1,2008/2009,Club Brugge KV,RAEC Mons
1,211,4049,9986,3,1,1,2008/2009,Tubize,Sporting Charleroi
2,212,8203,9984,0,1,1,2008/2009,KV Mechelen,KSV Cercle Brugge
3,213,9987,9991,2,2,1,2008/2009,KRC Genk,KAA Gent
1,214,7947,9999,3,1,1,2008/2009,FCV Dender EH,KSV Roeselare
1,215,10000,8571,5,1,1,2008/2009,SV Zulte-Waregem,KV Kortrijk
1,216,9994,9993,1,0,1,2008/2009,Sporting Lokeren,Beerschot AC
1,217,9993,8342,2,0,1,2008/2009,Beerschot AC,Club Brugge KV
2,218,9984,9987,1,2,1,2008/2009,KSV Cercle Brugge,KRC Genk
1,219,9986,10000,1,0,1,2008/2009,Sporting Charleroi,SV Zulte-Waregem
2,220,9999,9991,1,3,1,2008/2009,KSV Roeselare,KAA Gent
1,221,8635,7947,4,0,1,2008/2009,RSC Anderlecht,FCV Dender EH
1,222,9985,8203,4,1,1,2008/2009,Standard de Liège,KV Mechelen
1,223,9994,9996,3,0,1,2008/2009,Sporting Lokeren,Royal Excel Mouscron
3,224,8571,4049,2,2,1,2008/2009,KV Kortrijk,Tubize
2,225,9998,10001,0,2,1,2008/2009,RAEC Mons,KVC Westerlo
3,226,4049,8635,1,1,1,2008/2009,Tubize,RSC Anderlecht
3,227,10000,9985,0,0,1,2008/2009,SV Zulte-Waregem,Standard de Liège
3,228,7947,9998,0,0,1,2008/2009,FCV Dender EH,RAEC Mons
1,229,8203,9986,2,1,1,2008/2009,KV Mechelen,Sporting Charleroi
1,230,9991,9984,2,1,1,2008/2009,KAA Gent,KSV Cercle Brugge
2,231,8342,9994,2,3,1,2008/2009,Club Brugge KV,Sporting Lokeren
1,232,10001,9999,1,0,1,2008/2009,KVC Westerlo,KSV Roeselare
2,233,9987,8571,0,1,1,2008/2009,KRC Genk,KV Kortrijk
1,234,9996,9993,3,1,1,2008/2009,Royal Excel Mouscron,Beerschot AC
1,235,9985,8342,2,0,1,2008/2009,Standard de Liège,Club Brugge KV
1,236,9986,9987,3,0,1,2008/2009,Sporting Charleroi,KRC Genk
2,237,9996,10000,0,2,1,2008/2009,Royal Excel Mouscron,SV Zulte-Waregem
2,238,8571,9991,0,2,1,2008/2009,KV Kortrijk,KAA Gent
2,239,9994,7947,0,2,1,2008/2009,Sporting Lokeren,FCV Dender EH
1,240,9993,8203,3,1,1,2008/2009,Beerschot AC,KV Mechelen
1,241,8635,9999,3,1,1,2008/2009,RSC Anderlecht,KSV Roeselare
3,242,9998,4049,1,1,1,2008/2009,RAEC Mons,Tubize
1,243,9984,10001,2,1,1,2008/2009,KSV Cercle Brugge,KVC Westerlo
2,244,9987,8635,0,2,1,2008/2009,KRC Genk,RSC Anderlecht
2,245,9991,9985,0,1,1,2008/2009,KAA Gent,Standard de Liège
1,246,10000,9998,3,0,1,2008/2009,SV Zulte-Waregem,RAEC Mons
2,247,7947,9986,1,2,1,2008/2009,FCV Dender EH,Sporting Charleroi
2,248,9999,9984,1,2,1,2008/2009,KSV Roeselare,KSV Cercle Brugge
1,249,8203,9994,3,0,1,2008/2009,KV Mechelen,Sporting Lokeren
1,250,8342,9996,4,1,1,2008/2009,Club Brugge KV,Royal Excel Mouscron
2,251,10001,8571,1,3,1,2008/2009,KVC Westerlo,KV Kortrijk
1,252,4049,9993,1,0,1,2008/2009,Tubize,Beerschot AC
3,253,8342,7947,1,1,1,2008/2009,Club Brugge KV,FCV Dender EH
1,254,9985,8571,2,0,1,2008/2009,Standard de Liège,KV Kortrijk
2,255,9998,8635,1,2,1,2008/2009,RAEC Mons,RSC Anderlecht
2,256,10000,9987,1,3,1,2008/2009,SV Zulte-Waregem,KRC Genk
1,257,9986,9984,3,2,1,2008/2009,Sporting Charleroi,KSV Cercle Brugge
3,258,9994,10001,1,1,1,2008/2009,Sporting Lokeren,KVC Westerlo
3,259,8203,4049,0,0,1,2008/2009,KV Mechelen,Tubize
1,260,9996,9991,4,2,1,2008/2009,Royal Excel Mouscron,KAA Gent
1,261,9993,9999,3,0,1,2008/2009,Beerschot AC,KSV Roeselare
1,262,8635,9986,2,0,1,2008/2009,RSC Anderlecht,Sporting Charleroi
2,263,9987,8342,0,1,1,2008/2009,KRC Genk,Club Brugge KV
1,264,9984,9993,1,0,1,2008/2009,KSV Cercle Brugge,Beerschot AC
2,265,9991,8203,1,2,1,2008/2009,KAA Gent,KV Mechelen
1,266,7947,10000,2,0,1,2008/2009,FCV Dender EH,SV Zulte-Waregem
2,267,9999,9994,0,1,1,2008/2009,KSV Roeselare,Sporting Lokeren
1,268,8571,9998,1,0,1,2008/2009,KV Kortrijk,RAEC Mons
2,269,4049,9985,0,1,1,2008/2009,Tubize,Standard de Liège
3,270,10001,9996,0,0,1,2008/2009,KVC Westerlo,Royal Excel Mouscron
1,271,8342,10001,2,0,1,2008/2009,Club Brugge KV,KVC Westerlo
1,272,9985,8635,2,1,1,2008/2009,Standard de Liège,RSC Anderlecht
1,273,9998,9999,2,0,1,2008/2009,RAEC Mons,KSV Roeselare
1,274,10000,4049,1,0,1,2008/2009,SV Zulte-Waregem,Tubize
2,275,9986,8571,1,2,1,2008/2009,Sporting Charleroi,KV Kortrijk
3,276,9994,9984,1,1,1,2008/2009,Sporting Lokeren,KSV Cercle Brugge
1,277,8203,7947,4,1,1,2008/2009,KV Mechelen,FCV Dender EH
2,278,9996,9987,1,2,1,2008/2009,Royal Excel Mouscron,KRC Genk
3,279,9993,9991,2,2,1,2008/2009,Beerschot AC,KAA Gent
1,280,8635,9996,2,1,1,2008/2009,RSC Anderlecht,Royal Excel Mouscron
1,281,9987,8203,2,1,1,2008/2009,KRC Genk,KV Mechelen
3,282,9998,9986,1,1,1,2008/2009,RAEC Mons,Sporting Charleroi
1,283,9984,9985,4,1,1,2008/2009,KSV Cercle Brugge,Standard de Liège
3,284,9991,9994,1,1,1,2008/2009,KAA Gent,Sporting Lokeren
2,285,9999,8342,0,1,1,2008/2009,KSV Roeselare,Club Brugge KV
3,286,8571,9993,0,0,1,2008/2009,KV Kortrijk,Beerschot AC
1,287,4049,7947,2,1,1,2008/2009,Tubize,FCV Dender EH
1,288,10001,10000,3,2,1,2008/2009,KVC Westerlo,SV Zulte-Waregem
1,289,8342,9984,3,1,1,2008/2009,Club Brugge KV,KSV Cercle Brugge
1,290,9985,9998,2,1,1,2008/2009,Standard de Liège,RAEC Mons
1,291,10000,8635,4,0,1,2008/2009,SV Zulte-Waregem,RSC Anderlecht
1,292,9994,8571,2,0,1,2008/2009,Sporting Lokeren,KV Kortrijk
2,293,7947,9987,2,4,1,2008/2009,FCV Dender EH,KRC Genk
2,294,8203,10001,1,3,1,2008/2009,KV Mechelen,KVC Westerlo
1,295,9996,9999,2,0,1,2008/2009,Royal Excel Mouscron,KSV Roeselare
2,296,4049,9991,0,1,1,2008/2009,Tubize,KAA Gent
2,297,9993,9986,1,2,1,2008/2009,Beerschot AC,Sporting Charleroi
1,298,8635,8203,7,1,1,2008/2009,RSC Anderlecht,KV Mechelen
3,299,9987,9985,0,0,1,2008/2009,KRC Genk,Standard de Liège
3,300,9998,9993,0,0,1,2008/2009,RAEC Mons,Beerschot AC
3,301,9986,9994,1,1,1,2008/2009,Sporting Charleroi,Sporting Lokeren
2,302,9984,7947,1,2,1,2008/2009,KSV Cercle Brugge,FCV Dender EH
1,303,9991,8342,3,0,1,2008/2009,KAA Gent,Club Brugge KV
2,304,9999,10000,0,3,1,2008/2009,KSV Roeselare,SV Zulte-Waregem
3,305,8571,9996,2,2,1,2008/2009,KV Kortrijk,Royal Excel Mouscron
1,306,10001,4049,4,1,1,2008/2009,KVC Westerlo,Tubize
3,307,9985,9997,2,2,1,2009/2010,Standard de Liège,Sint-Truidense VV
2,308,9986,8342,1,2,1,2009/2010,Sporting Charleroi,Club Brugge KV
2,309,9984,9991,1,3,1,2009/2010,KSV Cercle Brugge,KAA Gent
3,310,9994,10000,1,1,1,2009/2010,Sporting Lokeren,SV Zulte-Waregem
2,311,8571,8635,0,2,1,2009/2010,KV Kortrijk,RSC Anderlecht
1,312,8203,10001,4,1,1,2009/2010,KV Mechelen,KVC Westerlo
3,313,9999,9993,1,1,1,2009/2010,KSV Roeselare,Beerschot AC
1,314,8342,8635,4,2,1,2009/2010,Club Brugge KV,RSC Anderlecht
1,315,9985,9987,1,0,1,2009/2010,Standard de Liège,KRC Genk
2,316,9997,10000,1,2,1,2009/2010,Sint-Truidense VV,SV Zulte-Waregem
3,317,9986,8571,3,3,1,2009/2010,Sporting Charleroi,KV Kortrijk
1,318,8203,9994,2,0,1,2009/2010,KV Mechelen,Sporting Lokeren
1,319,9999,9984,3,2,1,2009/2010,KSV Roeselare,KSV Cercle Brugge
1,320,9993,10001,3,1,1,2009/2010,Beerschot AC,KVC Westerlo
1,321,8342,9991,1,0,1,2009/2010,Club Brugge KV,KAA Gent
1,322,8635,9986,2,0,1,2009/2010,RSC Anderlecht,Sporting Charleroi
2,323,9987,8203,1,2,1,2009/2010,KRC Genk,KV Mechelen
1,324,10000,9993,4,0,1,2009/2010,SV Zulte-Waregem,Beerschot AC
3,325,9994,9984,1,1,1,2009/2010,Sporting Lokeren,KSV Cercle Brugge
1,326,8571,9999,2,0,1,2009/2010,KV Kortrijk,KSV Roeselare
1,327,10001,9985,2,0,1,2009/2010,KVC Westerlo,Standard de Liège
3,328,9985,10000,1,1,1,2009/2010,Standard de Liège,SV Zulte-Waregem
2,329,9997,9991,1,2,1,2009/2010,Sint-Truidense VV,KAA Gent
3,330,9986,10001,1,1,1,2009/2010,Sporting Charleroi,KVC Westerlo
3,331,9984,8571,1,1,1,2009/2010,KSV Cercle Brugge,KV Kortrijk
2,332,9994,9987,0,2,1,2009/2010,Sporting Lokeren,KRC Genk
2,333,8203,8635,0,2,1,2009/2010,KV Mechelen,RSC Anderlecht
2,334,9999,8342,2,3,1,2009/2010,KSV Roeselare,Club Brugge KV
1,335,8342,9997,1,0,1,2009/2010,Club Brugge KV,Sint-Truidense VV
1,336,8635,9994,2,0,1,2009/2010,RSC Anderlecht,Sporting Lokeren
1,337,9987,9984,2,0,1,2009/2010,KRC Genk,KSV Cercle Brugge
3,338,10000,9986,2,2,1,2009/2010,SV Zulte-Waregem,Sporting Charleroi
2,339,9991,9993,0,1,1,2009/2010,KAA Gent,Beerschot AC
1,340,8571,8203,2,0,1,2009/2010,KV Kortrijk,KV Mechelen
3,341,10001,9999,2,2,1,2009/2010,KVC Westerlo,KSV Roeselare
1,342,9985,8342,3,1,1,2009/2010,Standard de Liège,Club Brugge KV
2,343,9987,8635,0,2,1,2009/2010,KRC Genk,RSC Anderlecht
2,344,9986,9991,0,2,1,2009/2010,Sporting Charleroi,KAA Gent
1,345,9984,10001,2,1,1,2009/2010,KSV Cercle Brugge,KVC Westerlo
3,346,9994,8571,0,0,1,2009/2010,Sporting Lokeren,KV Kortrijk
