win_lose,id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,league_id,season,team_long_name/0,team_long_name/1
1,4417,9817,8654,2,0,1729,2015/2016,Watford,West Ham United
2,4418,8659,8197,2,3,1729,2015/2016,West Bromwich Albion,Leicester City
3,4419,9825,8586,1,1,1729,2015/2016,Arsenal,Tottenham Hotspur
3,4420,10252,8456,0,0,1729,2015/2016,Aston Villa,Manchester City
2,4421,8678,10261,0,1,1729,2015/2016,Bournemouth,Newcastle United
1,4422,8197,9817,2,1,1729,2015/2016,Leicester City,Watford
2,4423,8650,9826,1,2,1729,2015/2016,Liverpool,Crystal Palace
1,4424,10260,8659,2,0,1729,2015/2016,Manchester United,West Bromwich Albion
1,4425,9850,10003,1,0,1729,2015/2016,Norwich City,Swansea City
1,4426,10194,8455,1,0,1729,2015/2016,Stoke City,Chelsea
2,4427,8472,8466,0,1,1729,2015/2016,Sunderland,Southampton
3,4428,8654,8668,1,1,1729,2015/2016,West Ham United,Everton
1,4429,8455,9850,1,0,1729,2015/2016,Chelsea,Norwich City
2,4430,9826,8472,0,1,1729,2015/2016,Crystal Palace,Sunderland
1,4431,8668,10252,4,0,1729,2015/2016,Everton,Aston Villa
2,4432,8456,8650,1,4,1729,2015/2016,Manchester City,Liverpool
2,4433,10261,8197,0,3,1729,2015/2016,Newcastle United,Leicester City
2,4434,8466,10194,0,1,1729,2015/2016,Southampton,Stoke City
3,4435,10003,8678,2,2,1729,2015/2016,Swansea City,Bournemouth
1,4436,8586,8654,4,1,1729,2015/2016,Tottenham Hotspur,West Ham United
2,4437,9817,10260,1,2,1729,2015/2016,Watford,Manchester United
1,4438,8659,9825,2,1,1729,2015/2016,West Bromwich Albion,Arsenal
2,4439,10252,9817,2,3,1729,2015/2016,Aston Villa,Watford
3,4440,8678,8668,3,3,1729,2015/2016,Bournemouth,Everton
1,4441,9826,10261,5,1,1729,2015/2016,Crystal Palace,Newcastle United
3,4442,8197,10260,1,1,1729,2015/2016,Leicester City,Manchester United
1,4443,8650,10003,1,0,1729,2015/2016,Liverpool,Swansea City
1,4444,8456,8466,3,1,1729,2015/2016,Manchester City,Southampton
3,4445,9850,9825,1,1,1729,2015/2016,Norwich City,Arsenal
1,4446,8472,10194,2,0,1729,2015/2016,Sunderland,Stoke City
3,4447,8586,8455,0,0,1729,2015/2016,Tottenham Hotspur,Chelsea
3,4448,8654,8659,1,1,1729,2015/2016,West Ham United,West Bromwich Albion
1,4449,9825,8472,3,1,1729,2015/2016,Arsenal,Sunderland
2,4450,8455,8678,0,1,1729,2015/2016,Chelsea,Bournemouth
3,4451,8668,9826,1,1,1729,2015/2016,Everton,Crystal Palace
3,4452,10260,8654,0,0,1729,2015/2016,Manchester United,West Ham United
1,4453,10261,8650,2,0,1729,2015/2016,Newcastle United,Liverpool
3,4454,8466,10252,1,1,1729,2015/2016,Southampton,Aston Villa
1,4455,10194,8456,2,0,1729,2015/2016,Stoke City,Manchester City
2,4456,10003,8197,0,3,1729,2015/2016,Swansea City,Leicester City
1,4457,9817,9850,2,0,1729,2015/2016,Watford,Norwich City
3,4458,8659,8586,1,1,1729,2015/2016,West Bromwich Albion,Tottenham Hotspur
2,4459,10252,9825,0,2,1729,2015/2016,Aston Villa,Arsenal
1,4460,8678,10260,2,1,1729,2015/2016,Bournemouth,Manchester United
1,4461,9826,8466,1,0,1729,2015/2016,Crystal Palace,Southampton
1,4462,8197,8455,2,1,1729,2015/2016,Leicester City,Chelsea
3,4463,8650,8659,2,2,1729,2015/2016,Liverpool,West Bromwich Albion
1,4464,8456,10003,2,1,1729,2015/2016,Manchester City,Swansea City
3,4465,9850,8668,1,1,1729,2015/2016,Norwich City,Everton
2,4466,8472,9817,0,1,1729,2015/2016,Sunderland,Watford
2,4467,8586,10261,1,2,1729,2015/2016,Tottenham Hotspur,Newcastle United
3,4468,8654,10194,0,0,1729,2015/2016,West Ham United,Stoke City
1,4469,9825,8456,2,1,1729,2015/2016,Arsenal,Manchester City
1,4470,8455,8472,3,1,1729,2015/2016,Chelsea,Sunderland
2,4471,8668,8197,2,3,1729,2015/2016,Everton,Leicester City
2,4472,10260,9850,1,2,1729,2015/2016,Manchester United,Norwich City
3,4473,10261,10252,1,1,1729,2015/2016,Newcastle United,Aston Villa
2,4474,8466,8586,0,2,1729,2015/2016,Southampton,Tottenham Hotspur
2,4475,10194,9826,1,2,1729,2015/2016,Stoke City,Crystal Palace
3,4476,10003,8654,0,0,1729,2015/2016,Swansea City,West Ham United
1,4477,9817,8650,3,0,1729,2015/2016,Watford,Liverpool
2,4478,8659,8678,1,2,1729,2015/2016,West Bromwich Albion,Bournemouth
3,4479,10252,8654,1,1,1729,2015/2016,Aston Villa,West Ham United
3,4480,8678,9826,0,0,1729,2015/2016,Bournemouth,Crystal Palace
3,4481,8455,9817,2,2,1729,2015/2016,Chelsea,Watford
1,4482,8650,8197,1,0,1729,2015/2016,Liverpool,Leicester City
1,4483,8456,8472,4,1,1729,2015/2016,Manchester City,Sunderland
2,4484,10261,8668,0,1,1729,2015/2016,Newcastle United,Everton
1,4485,8466,9825,4,0,1729,2015/2016,Southampton,Arsenal
1,4486,10194,10260,2,0,1729,2015/2016,Stoke City,Manchester United
1,4487,10003,8659,1,0,1729,2015/2016,Swansea City,West Bromwich Albion
1,4488,8586,9850,3,0,1729,2015/2016,Tottenham Hotspur,Norwich City
1,4489,9825,8678,2,0,1729,2015/2016,Arsenal,Bournemouth
3,4490,9826,10003,0,0,1729,2015/2016,Crystal Palace,Swansea City
2,4491,8668,10194,3,4,1729,2015/2016,Everton,Stoke City
3,4492,8197,8456,0,0,1729,2015/2016,Leicester City,Manchester City
3,4493,10260,8455,0,0,1729,2015/2016,Manchester United,Chelsea
1,4494,9850,10252,2,0,1729,2015/2016,Norwich City,Aston Villa
2,4495,8472,8650,0,1,1729,2015/2016,Sunderland,Liverpool
2,4496,9817,8586,1,2,1729,2015/2016,Watford,Tottenham Hotspur
1,4497,8659,10261,1,0,1729,2015/2016,West Bromwich Albion,Newcastle United
1,4498,8654,8466,2,1,1729,2015/2016,West Ham United,Southampton
2,4499,10252,10260,0,1,1729,2015/2016,Aston Villa,Manchester United
2,4500,9826,9825,1,2,1729,2015/2016,Crystal Palace,Arsenal
1,4501,8650,8678,1,0,1729,2015/2016,Liverpool,Bournemouth
1,4502,8456,8455,3,0,1729,2015/2016,Manchester City,Chelsea
2,4503,8466,8668,0,3,1729,2015/2016,Southampton,Everton
2,4504,8472,9850,1,3,1729,2015/2016,Sunderland,Norwich City
1,4505,10003,10261,2,0,1729,2015/2016,Swansea City,Newcastle United
3,4506,8586,10194,2,2,1729,2015/2016,Tottenham Hotspur,Stoke City
3,4507,9817,8659,0,0,1729,2015/2016,Watford,West Bromwich Albion
2,4508,8654,8197,1,2,1729,2015/2016,West Ham United,Leicester City
1,4509,9825,10261,1,0,1729,2015/2016,Arsenal,Newcastle United
2,4510,9826,8455,0,3,1729,2015/2016,Crystal Palace,Chelsea
3,4511,8668,8586,1,1,1729,2015/2016,Everton,Tottenham Hotspur
3,4512,8197,8678,0,0,1729,2015/2016,Leicester City,Bournemouth
1,4513,10260,10003,2,1,1729,2015/2016,Manchester United,Swansea City
1,4514,9850,8466,1,0,1729,2015/2016,Norwich City,Southampton
1,4515,8472,10252,3,1,1729,2015/2016,Sunderland,Aston Villa
2,4516,9817,8456,1,2,1729,2015/2016,Watford,Manchester City
1,4517,8659,10194,2,1,1729,2015/2016,West Bromwich Albion,Stoke City
1,4518,8654,8650,2,0,1729,2015/2016,West Ham United,Liverpool
1,4519,10252,9826,1,0,1729,2015/2016,Aston Villa,Crystal Palace
2,4520,8678,8654,1,3,1729,2015/2016,Bournemouth,West Ham United
2,4521,10003,8472,2,4,1729,2015/2016,Swansea City,Sunderland
3,4522,8650,9825,3,3,1729,2015/2016,Liverpool,Arsenal
3,4523,8455,8659,2,2,1729,2015/2016,Chelsea,West Bromwich Albion
3,4524,8456,8668,0,0,1729,2015/2016,Manchester City,Everton
3,4525,10261,10260,3,3,1729,2015/2016,Newcastle United,Manchester United
1,4526,8466,9817,2,0,1729,2015/2016,Southampton,Watford
1,4527,10194,9850,3,1,1729,2015/2016,Stoke City,Norwich City
2,4528,8586,8197,0,1,1729,2015/2016,Tottenham Hotspur,Leicester City
3,4529,10252,8197,1,1,1729,2015/2016,Aston Villa,Leicester City
1,4530,8678,9850,3,0,1729,2015/2016,Bournemouth,Norwich City
3,4531,8455,8668,3,3,1729,2015/2016,Chelsea,Everton
2,4532,8650,10260,0,1,1729,2015/2016,Liverpool,Manchester United
1,4533,8456,9826,4,0,1729,2015/2016,Manchester City,Crystal Palace
1,4534,10261,8654,2,1,1729,2015/2016,Newcastle United,West Ham United
1,4535,8466,8659,3,0,1729,2015/2016,Southampton,West Bromwich Albion
3,4536,10194,9825,0,0,1729,2015/2016,Stoke City,Arsenal
1,4537,10003,9817,1,0,1729,2015/2016,Swansea City,Watford
1,4538,8586,8472,4,1,1729,2015/2016,Tottenham Hotspur,Sunderland
2,4539,9825,8455,0,1,1729,2015/2016,Arsenal,Chelsea
2,4540,9826,8586,1,3,1729,2015/2016,Crystal Palace,Tottenham Hotspur
2,4541,8668,10003,1,2,1729,2015/2016,Everton,Swansea City
1,4542,8197,10194,3,0,1729,2015/2016,Leicester City,Stoke City
2,4543,10260,8466,0,1,1729,2015/2016,Manchester United,Southampton
2,4544,9850,8650,4,5,1729,2015/2016,Norwich City,Liverpool
3,4545,8472,8678,1,1,1729,2015/2016,Sunderland,Bournemouth
1,4546,9817,10261,2,1,1729,2015/2016,Watford,Newcastle United
3,4547,8659,10252,0,0,1729,2015/2016,West Bromwich Albion,Aston Villa
3,4548,8654,8456,2,2,1729,2015/2016,West Ham United,Manchester City
3,4549,9825,8466,0,0,1729,2015/2016,Arsenal,Southampton
1,4550,8197,8650,2,0,1729,2015/2016,Leicester City,Liverpool
2,4551,9850,8586,0,3,1729,2015/2016,Norwich City,Tottenham Hotspur
2,4552,8472,8456,0,1,1729,2015/2016,Sunderland,Manchester City
3,4553,9817,8455,0,0,1729,2015/2016,Watford,Chelsea
1,4554,8654,10252,2,0,1729,2015/2016,West Ham United,Aston Villa
2,4555,9826,8678,1,2,1729,2015/2016,Crystal Palace,Bournemouth
1,4556,10260,10194,3,0,1729,2015/2016,Manchester United,Stoke City
3,4557,8659,10003,1,1,1729,2015/2016,West Bromwich Albion,Swansea City
1,4558,8668,10261,3,0,1729,2015/2016,Everton,Newcastle United
1,4559,10252,9850,2,0,1729,2015/2016,Aston Villa,Norwich City
2,4560,8678,9825,0,2,1729,2015/2016,Bournemouth,Arsenal
3,4561,8455,10260,1,1,1729,2015/2016,Chelsea,Manchester United
3,4562,8650,8472,2,2,1729,2015/2016,Liverpool,Sunderland
2,4563,8456,8197,1,3,1729,2015/2016,Manchester City,Leicester City
1,4564,10261,8659,1,0,1729,2015/2016,Newcastle United,West Bromwich Albion
1,4565,8466,8654,1,0,1729,2015/2016,Southampton,West Ham United
2,4566,10194,8668,0,3,1729,2015/2016,Stoke City,Everton
3,4567,10003,9826,1,1,1729,2015/2016,Swansea City,Crystal Palace
1,4568,8586,9817,1,0,1729,2015/2016,Tottenham Hotspur,Watford
1,4569,9825,8197,2,1,1729,2015/2016,Arsenal,Leicester City
2,4570,10252,8650,0,6,1729,2015/2016,Aston Villa,Liverpool
2,4571,8678,10194,1,3,1729,2015/2016,Bournemouth,Stoke City
1,4572,8455,10261,5,1,1729,2015/2016,Chelsea,Newcastle United
2,4573,9826,9817,1,2,1729,2015/2016,Crystal Palace,Watford
2,4574,8668,8659,0,1,1729,2015/2016,Everton,West Bromwich Albion
2,4575,8456,8586,1,2,1729,2015/2016,Manchester City,Tottenham Hotspur
3,4576,9850,8654,2,2,1729,2015/2016,Norwich City,West Ham United
1,4577,8472,10260,2,1,1729,2015/2016,Sunderland,Manchester United
2,4578,10003,8466,0,1,1729,2015/2016,Swansea City,Southampton
1,4579,8197,9850,1,0,1729,2015/2016,Leicester City,Norwich City
1,4580,8650,8668,4,0,1729,2015/2016,Liverpool,Everton
1,4581,10260,9825,3,2,1729,2015/2016,Manchester United,Arsenal
3,4582,10261,8456,1,1,1729,2015/2016,Newcastle United,Manchester City
2,4583,8466,8455,1,2,1729,2015/2016,Southampton,Chelsea
1,4584,10194,10252,2,1,1729,2015/2016,Stoke City,Aston Villa
1,4585,8586,10003,2,1,1729,2015/2016,Tottenham Hotspur,Swansea City
3,4586,9817,8678,0,0,1729,2015/2016,Watford,Bournemouth
1,4587,8659,9826,3,2,1729,2015/2016,West Bromwich Albion,Crystal Palace
1,4588,8654,8472,1,0,1729,2015/2016,West Ham United,Sunderland
2,4589,9825,10003,1,2,1729,2015/2016,Arsenal,Swansea City
2,4590,10252,8668,1,3,1729,2015/2016,Aston Villa,Everton
1,4591,8678,8466,2,0,1729,2015/2016,Bournemouth,Southampton
3,4592,8197,8659,2,2,1729,2015/2016,Leicester City,West Bromwich Albion
2,4593,9850,8455,1,2,1729,2015/2016,Norwich City,Chelsea
3,4594,8472,9826,2,2,1729,2015/2016,Sunderland,Crystal Palace
1,4595,8654,8586,1,0,1729,2015/2016,West Ham United,Tottenham Hotspur
1,4596,8650,8456,3,0,1729,2015/2016,Liverpool,Manchester City
1,4597,10260,9817,1,0,1729,2015/2016,Manchester United,Watford
1,4598,10194,10261,1,0,1729,2015/2016,Stoke City,Newcastle United
3,4599,8455,10194,1,1,1729,2015/2016,Chelsea,Stoke City
2,4600,9826,8650,1,2,1729,2015/2016,Crystal Palace,Liverpool
2,4601,8668,8654,2,3,1729,2015/2016,Everton,West Ham United
1,4602,8456,10252,4,0,1729,2015/2016,Manchester City,Aston Villa
2,4603,10261,8678,1,3,1729,2015/2016,Newcastle United,Bournemouth
3,4604,8466,8472,1,1,1729,2015/2016,Southampton,Sunderland
1,4605,10003,9850,1,0,1729,2015/2016,Swansea City,Norwich City
3,4606,8586,9825,2,2,1729,2015/2016,Tottenham Hotspur,Arsenal
2,4607,9817,8197,0,1,1729,2015/2016,Watford,Leicester City
1,4608,8659,10260,1,0,1729,2015/2016,West Bromwich Albion,Manchester United
3,4609,9825,8650,0,0,1729,2015/2016,Arsenal,Liverpool
1,4610,9826,10252,2,1,1729,2015/2016,Crystal Palace,Aston Villa
2,4611,8668,8456,0,2,1729,2015/2016,Everton,Manchester City
3,4612,8197,8586,1,1,1729,2015/2016,Leicester City,Tottenham Hotspur
3,4613,10260,10261,0,0,1729,2015/2016,Manchester United,Newcastle United
3,4614,9850,10194,1,1,1729,2015/2016,Norwich City,Stoke City
3,4615,8472,10003,1,1,1729,2015/2016,Sunderland,Swansea City
3,4616,9817,8466,0,0,1729,2015/2016,Watford,Southampton
2,4617,8659,8455,2,3,1729,2015/2016,West Bromwich Albion,Chelsea
2,4618,8654,8678,3,4,1729,2015/2016,West Ham United,Bournemouth
1,4619,9825,8659,2,0,1729,2015/2016,Arsenal,West Bromwich Albion
2,4620,10252,8586,0,2,1729,2015/2016,Aston Villa,Tottenham Hotspur
1,4621,8678,10003,3,2,1729,2015/2016,Bournemouth,Swansea City
1,4622,8197,10261,1,0,1729,2015/2016,Leicester City,Newcastle United
3,4623,8650,8455,1,1,1729,2015/2016,Liverpool,Chelsea
1,4624,10260,9826,2,0,1729,2015/2016,Manchester United,Crystal Palace
3,4625,9850,8456,0,0,1729,2015/2016,Norwich City,Manchester City
2,4626,10194,8466,1,2,1729,2015/2016,Stoke City,Southampton
1,4627,8472,8668,3,0,1729,2015/2016,Sunderland,Everton
1,4628,8654,9817,3,1,1729,2015/2016,West Ham United,Watford
3,4629,8455,8654,2,2,1729,2015/2016,Chelsea,West Ham United
2,4630,9826,8197,0,1,1729,2015/2016,Crystal Palace,Leicester City
2,4631,8668,9825,0,2,1729,2015/2016,Everton,Arsenal
2,4632,8456,10260,0,1,1729,2015/2016,Manchester City,Manchester United
3,4633,10261,8472,1,1,1729,2015/2016,Newcastle United,Sunderland
1,4634,8466,8650,3,2,1729,2015/2016,Southampton,Liverpool
1,4635,10003,10252,1,0,1729,2015/2016,Swansea City,Aston Villa
1,4636,8586,8678,3,0,1729,2015/2016,Tottenham Hotspur,Bournemouth
2,4637,9817,10194,1,2,1729,2015/2016,Watford,Stoke City
2,4638,8659,9850,0,1,1729,2015/2016,West Bromwich Albion,Norwich City
1,4639,9825,9817,4,0,1729,2015/2016,Arsenal,Watford
2,4640,10252,8455,0,4,1729,2015/2016,Aston Villa,Chelsea
2,4641,8678,8456,0,4,1729,2015/2016,Bournemouth,Manchester City
1,4642,8197,8466,1,0,1729,2015/2016,Leicester City,Southampton
3,4643,8650,8586,1,1,1729,2015/2016,Liverpool,Tottenham Hotspur
1,4644,10260,8668,1,0,1729,2015/2016,Manchester United,Everton
1,4645,9850,10261,3,2,1729,2015/2016,Norwich City,Newcastle United
3,4646,10194,10003,2,2,1729,2015/2016,Stoke City,Swansea City
3,4647,8472,8659,0,0,1729,2015/2016,Sunderland,West Bromwich Albion
3,4648,8654,9826,2,2,1729,2015/2016,West Ham United,Crystal Palace
2,4649,10252,8678,1,2,1729,2015/2016,Aston Villa,Bournemouth
1,4650,9826,9850,1,0,1729,2015/2016,Crystal Palace,Norwich City
1,4651,8650,10194,4,1,1729,2015/2016,Liverpool,Stoke City
1,4652,8456,8659,2,1,1729,2015/2016,Manchester City,West Bromwich Albion
1,4653,8466,10261,3,1,1729,2015/2016,Southampton,Newcastle United
2,4654,8472,8197,0,2,1729,2015/2016,Sunderland,Leicester City
1,4655,10003,8455,1,0,1729,2015/2016,Swansea City,Chelsea
1,4656,8586,10260,3,0,1729,2015/2016,Tottenham Hotspur,Manchester United
3,4657,9817,8668,1,1,1729,2015/2016,Watford,Everton
3,4658,8654,9825,3,3,1729,2015/2016,West Ham United,Arsenal
3,4659,9825,9826,1,1,1729,2015/2016,Arsenal,Crystal Palace
2,4660,8678,8650,1,2,1729,2015/2016,Bournemouth,Liverpool
2,4661,8455,8456,0,3,1729,2015/2016,Chelsea,Manchester City
3,4662,8668,8466,1,1,1729,2015/2016,Everton,Southampton
3,4663,8197,8654,2,2,1729,2015/2016,Leicester City,West Ham United
1,4664,10260,10252,1,0,1729,2015/2016,Manchester United,Aston Villa
1,4665,10261,10003,3,0,1729,2015/2016,Newcastle United,Swansea City
2,4666,9850,8472,0,3,1729,2015/2016,Norwich City,Sunderland
2,4667,10194,8586,0,4,1729,2015/2016,Stoke City,Tottenham Hotspur
2,4668,8659,9817,0,1,1729,2015/2016,West Bromwich Albion,Watford
2,4669,10252,8466,2,4,1729,2015/2016,Aston Villa,Southampton
2,4670,8678,8455,1,4,1729,2015/2016,Bournemouth,Chelsea
3,4671,9826,8668,0,0,1729,2015/2016,Crystal Palace,Everton
1,4672,8197,10003,4,0,1729,2015/2016,Leicester City,Swansea City
3,4673,8650,10261,2,2,1729,2015/2016,Liverpool,Newcastle United
1,4674,8456,10194,4,0,1729,2015/2016,Manchester City,Stoke City
1,4675,9850,9817,4,2,1729,2015/2016,Norwich City,Watford
3,4676,8472,9825,0,0,1729,2015/2016,Sunderland,Arsenal
3,4677,8586,8659,1,1,1729,2015/2016,Tottenham Hotspur,West Bromwich Albion
1,4678,8654,10260,3,2,1729,2015/2016,West Ham United,Manchester United
1,4679,9825,9850,1,0,1729,2015/2016,Arsenal,Norwich City
3,4680,8455,8586,2,2,1729,2015/2016,Chelsea,Tottenham Hotspur
1,4681,8668,8678,2,1,1729,2015/2016,Everton,Bournemouth
3,4682,10260,8197,1,1,1729,2015/2016,Manchester United,Leicester City
1,4683,10261,9826,1,0,1729,2015/2016,Newcastle United,Crystal Palace
1,4684,8466,8456,4,2,1729,2015/2016,Southampton,Manchester City
3,4685,10194,8472,1,1,1729,2015/2016,Stoke City,Sunderland
1,4686,10003,8650,3,1,1729,2015/2016,Swansea City,Liverpool
1,4687,9817,10252,3,2,1729,2015/2016,Watford,Aston Villa
2,4688,8659,8654,0,3,1729,2015/2016,West Bromwich Albion,West Ham United
3,4689,10252,10261,0,0,1729,2015/2016,Aston Villa,Newcastle United
3,4690,8678,8659,1,1,1729,2015/2016,Bournemouth,West Bromwich Albion
1,4691,9826,10194,2,1,1729,2015/2016,Crystal Palace,Stoke City
1,4692,8197,8668,3,1,1729,2015/2016,Leicester City,Everton
1,4693,8650,9817,2,0,1729,2015/2016,Liverpool,Watford
3,4694,8456,9825,2,2,1729,2015/2016,Manchester City,Arsenal
2,4695,9850,10260,0,1,1729,2015/2016,Norwich City,Manchester United
1,4696,8472,8455,3,2,1729,2015/2016,Sunderland,Chelsea
2,4697,8586,8466,1,2,1729,2015/2016,Tottenham Hotspur,Southampton
2,4698,8654,10003,1,4,1729,2015/2016,West Ham United,Swansea City
1,4699,9825,10252,4,0,1729,2015/2016,Arsenal,Aston Villa
3,4700,8455,8197,1,1,1729,2015/2016,Chelsea,Leicester City
1,4701,8668,9850,3,0,1729,2015/2016,Everton,Norwich City
1,4702,10260,8678,3,1,1729,2015/2016,Manchester United,Bournemouth
1,4703,10261,8586,5,1,1729,2015/2016,Newcastle United,Tottenham Hotspur
1,4704,8466,9826,4,1,1729,2015/2016,Southampton,Crystal Palace
1,4705,10194,8654,2,1,1729,2015/2016,Stoke City,West Ham United
3,4706,10003,8456,1,1,1729,2015/2016,Swansea City,Manchester City
3,4707,9817,8472,2,2,1729,2015/2016,Watford,Sunderland
3,4708,8659,8650,1,1,1729,2015/2016,West Bromwich Albion,Liverpool
3,4709,10252,8472,2,2,1729,2015/2016,Aston Villa,Sunderland
3,4710,8678,8197,1,1,1729,2015/2016,Bournemouth,Leicester City
2,4711,8455,9826,1,2,1729,2015/2016,Chelsea,Crystal Palace
2,4712,8650,8654,0,3,1729,2015/2016,Liverpool,West Ham United
1,4713,8456,9817,2,0,1729,2015/2016,Manchester City,Watford
2,4714,10261,9825,0,1,1729,2015/2016,Newcastle United,Arsenal
1,4715,8466,9850,3,0,1729,2015/2016,Southampton,Norwich City
2,4716,10194,8659,0,1,1729,2015/2016,Stoke City,West Bromwich Albion
1,4717,10003,10260,2,1,1729,2015/2016,Swansea City,Manchester United
3,4718,8586,8668,0,0,1729,2015/2016,Tottenham Hotspur,Everton
1,4719,9825,10194,2,0,1729,2015/2016,Arsenal,Stoke City
2,4720,9826,8456,0,1,1729,2015/2016,Crystal Palace,Manchester City
1,4721,8668,8455,3,1,1729,2015/2016,Everton,Chelsea
1,4722,8197,10252,3,2,1729,2015/2016,Leicester City,Aston Villa
1,4723,10260,8650,3,1,1729,2015/2016,Manchester United,Liverpool
1,4724,9850,8678,3,1,1729,2015/2016,Norwich City,Bournemouth
2,4725,8472,8586,0,1,1729,2015/2016,Sunderland,Tottenham Hotspur
1,4726,9817,10003,1,0,1729,2015/2016,Watford,Swansea City
3,4727,8659,8466,0,0,1729,2015/2016,West Bromwich Albion,Southampton
1,4728,8654,10261,2,0,1729,2015/2016,West Ham United,Newcastle United
2,4729,10252,8659,0,1,1729,2015/2016,Aston Villa,West Bromwich Albion
1,4730,8678,8472,2,0,1729,2015/2016,Bournemouth,Sunderland
1,4731,8455,9825,2,0,1729,2015/2016,Chelsea,Arsenal
3,4732,8650,9850,1,1,1729,2015/2016,Liverpool,Norwich City
2,4733,8456,8654,1,2,1729,2015/2016,Manchester City,West Ham United
2,4734,10261,9817,1,2,1729,2015/2016,Newcastle United,Watford
2,4735,8466,10260,2,3,1729,2015/2016,Southampton,Manchester United
3,4736,10194,8197,2,2,1729,2015/2016,Stoke City,Leicester City
3,4737,10003,8668,0,0,1729,2015/2016,Swansea City,Everton
1,4738,8586,9826,1,0,1729,2015/2016,Tottenham Hotspur,Crystal Palace
2,4739,8197,9825,2,5,1729,2015/2016,Leicester City,Arsenal
1,4740,8650,10252,3,2,1729,2015/2016,Liverpool,Aston Villa
1,4741,10260,8472,3,0,1729,2015/2016,Manchester United,Sunderland
3,4742,10261,8455,2,2,1729,2015/2016,Newcastle United,Chelsea
1,4743,8466,10003,3,1,1729,2015/2016,Southampton,Swansea City
1,4744,10194,8678,2,1,1729,2015/2016,Stoke City,Bournemouth
1,4745,8586,8456,4,1,1729,2015/2016,Tottenham Hotspur,Manchester City
2,4746,9817,9826,0,1,1729,2015/2016,Watford,Crystal Palace
2,4747,8659,8668,2,3,1729,2015/2016,West Bromwich Albion,Everton
3,4748,8654,9850,2,2,1729,2015/2016,West Ham United,Norwich City
1,4749,9825,10260,3,0,1729,2015/2016,Arsenal,Manchester United
2,4750,10252,10194,0,1,1729,2015/2016,Aston Villa,Stoke City
3,4751,8678,9817,1,1,1729,2015/2016,Bournemouth,Watford
2,4752,8455,8466,1,3,1729,2015/2016,Chelsea,Southampton
1,4753,9826,8659,2,0,1729,2015/2016,Crystal Palace,West Bromwich Albion
3,4754,8668,8650,1,1,1729,2015/2016,Everton,Liverpool
1,4755,8456,10261,6,1,1729,2015/2016,Manchester City,Newcastle United
2,4756,9850,8197,1,2,1729,2015/2016,Norwich City,Leicester City
3,4757,8472,8654,2,2,1729,2015/2016,Sunderland,West Ham United
3,4758,10003,8586,2,2,1729,2015/2016,Swansea City,Tottenham Hotspur
1,4759,8455,10252,2,0,1729,2015/2016,Chelsea,Aston Villa
2,4760,9826,8654,1,3,1729,2015/2016,Crystal Palace,West Ham United
2,4761,8668,10260,0,3,1729,2015/2016,Everton,Manchester United
1,4762,8456,8678,5,1,1729,2015/2016,Manchester City,Bournemouth
1,4763,10261,9850,6,2,1729,2015/2016,Newcastle United,Norwich City
3,4764,8466,8197,2,2,1729,2015/2016,Southampton,Leicester City
