win_lose,id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,league_id,season,team_long_name/0,team_long_name/1
1,7484,10249,9837,3,1,4769,2015/2016,Montpellier Hérault SC,Stade de Reims
1,7485,9831,9748,3,0,4769,2015/2016,OGC Nice,Olympique Lyonnais
3,7486,9851,9827,2,2,4769,2015/2016,Stade Rennais FC,Girondins de Bordeaux
2,7487,9853,8592,0,2,4769,2015/2016,AS Saint-Étienne,Olympique de Marseille
3,7488,10242,8639,1,1,4769,2015/2016,ES Troyes AC,LOSC Lille
1,7489,8121,8639,2,0,4769,2015/2016,Angers SCO,LOSC Lille
2,7490,9827,7819,1,4,4769,2015/2016,Girondins de Bordeaux,SM Caen
3,7491,6391,8689,1,1,4769,2015/2016,GFC Ajaccio,FC Lorient
2,7492,9748,10249,2,4,4769,2015/2016,Olympique Lyonnais,Montpellier Hérault SC
3,7493,8592,9829,3,3,4769,2015/2016,Olympique de Marseille,AS Monaco
3,7494,9830,7794,0,0,4769,2015/2016,FC Nantes,SC Bastia
1,7495,9847,10242,4,1,4769,2015/2016,Paris Saint-Germain,ES Troyes AC
3,7496,9837,9851,2,2,4769,2015/2016,Stade de Reims,Stade Rennais FC
1,7497,9853,9747,3,0,4769,2015/2016,AS Saint-Étienne,En Avant de Guingamp
1,7498,9941,9831,2,0,4769,2015/2016,Toulouse FC,OGC Nice
3,7499,8121,9847,0,0,4769,2015/2016,Angers SCO,Paris Saint-Germain
1,7500,7794,9827,1,0,4769,2015/2016,SC Bastia,Girondins de Bordeaux
2,7501,9747,9837,1,2,4769,2015/2016,En Avant de Guingamp,Stade de Reims
1,7502,8639,9853,1,0,4769,2015/2016,LOSC Lille,AS Saint-Étienne
3,7503,8689,9831,0,0,4769,2015/2016,FC Lorient,OGC Nice
3,7504,9829,7819,1,1,4769,2015/2016,AS Monaco,SM Caen
2,7505,10249,6391,0,2,4769,2015/2016,Montpellier Hérault SC,GFC Ajaccio
3,7506,9830,9748,0,0,4769,2015/2016,FC Nantes,Olympique Lyonnais
2,7507,9851,8592,0,1,4769,2015/2016,Stade Rennais FC,Olympique de Marseille
2,7508,10242,9941,0,3,4769,2015/2016,ES Troyes AC,Toulouse FC
2,7509,7794,9829,1,2,4769,2015/2016,SC Bastia,AS Monaco
1,7510,9827,9747,1,0,4769,2015/2016,Girondins de Bordeaux,En Avant de Guingamp
2,7511,7819,8639,1,2,4769,2015/2016,SM Caen,LOSC Lille
3,7512,6391,9830,1,1,4769,2015/2016,GFC Ajaccio,FC Nantes
2,7513,9748,8121,0,2,4769,2015/2016,Olympique Lyonnais,Angers SCO
3,7514,8592,10249,2,2,4769,2015/2016,Olympique de Marseille,Montpellier Hérault SC
2,7515,9831,9847,0,3,4769,2015/2016,OGC Nice,Paris Saint-Germain
3,7516,9837,10242,1,1,4769,2015/2016,Stade de Reims,ES Troyes AC
3,7517,9853,9851,1,1,4769,2015/2016,AS Saint-Étienne,Stade Rennais FC
2,7518,9941,8689,2,3,4769,2015/2016,Toulouse FC,FC Lorient
3,7519,8121,9827,1,1,4769,2015/2016,Angers SCO,Girondins de Bordeaux
1,7520,8639,8689,3,0,4769,2015/2016,LOSC Lille,FC Lorient
3,7521,8592,6391,1,1,4769,2015/2016,Olympique de Marseille,GFC Ajaccio
1,7522,9829,9853,1,0,4769,2015/2016,AS Monaco,AS Saint-Étienne
1,7523,10249,9747,2,1,4769,2015/2016,Montpellier Hérault SC,En Avant de Guingamp
3,7524,9830,9941,1,1,4769,2015/2016,FC Nantes,Toulouse FC
1,7525,9847,9748,5,1,4769,2015/2016,Paris Saint-Germain,Olympique Lyonnais
3,7526,9837,9831,1,1,4769,2015/2016,Stade de Reims,OGC Nice
3,7527,9851,7819,1,1,4769,2015/2016,Stade Rennais FC,SM Caen
3,7528,10242,7794,1,1,4769,2015/2016,ES Troyes AC,SC Bastia
1,7529,7794,9837,2,0,4769,2015/2016,SC Bastia,Stade de Reims
3,7530,9827,8592,1,1,4769,2015/2016,Girondins de Bordeaux,Olympique de Marseille
2,7531,7819,9847,0,3,4769,2015/2016,SM Caen,Paris Saint-Germain
1,7532,6391,9748,2,1,4769,2015/2016,GFC Ajaccio,Olympique Lyonnais
2,7533,9747,9851,0,2,4769,2015/2016,En Avant de Guingamp,Stade Rennais FC
3,7534,8689,9830,0,0,4769,2015/2016,FC Lorient,FC Nantes
1,7535,9831,10249,1,0,4769,2015/2016,OGC Nice,Montpellier Hérault SC
1,7536,9853,8121,1,0,4769,2015/2016,AS Saint-Étienne,Angers SCO
3,7537,9941,8639,1,1,4769,2015/2016,Toulouse FC,LOSC Lille
3,7538,10242,9829,0,0,4769,2015/2016,ES Troyes AC,AS Monaco
3,7539,8121,9830,0,0,4769,2015/2016,Angers SCO,FC Nantes
1,7540,7819,9941,1,0,4769,2015/2016,SM Caen,Toulouse FC
2,7541,9747,9748,0,1,4769,2015/2016,En Avant de Guingamp,Olympique Lyonnais
3,7542,8689,7794,1,1,4769,2015/2016,FC Lorient,SC Bastia
3,7543,9829,8639,0,0,4769,2015/2016,AS Monaco,LOSC Lille
1,7544,9847,6391,2,0,4769,2015/2016,Paris Saint-Germain,GFC Ajaccio
1,7545,9837,8592,1,0,4769,2015/2016,Stade de Reims,Olympique de Marseille
1,7546,9851,10249,1,0,4769,2015/2016,Stade Rennais FC,Montpellier Hérault SC
3,7547,9853,9827,1,1,4769,2015/2016,AS Saint-Étienne,Girondins de Bordeaux
3,7548,10242,9831,3,3,4769,2015/2016,ES Troyes AC,OGC Nice
1,7549,8121,7819,2,0,4769,2015/2016,Angers SCO,SM Caen
3,7550,9829,6391,2,2,4769,2015/2016,AS Monaco,GFC Ajaccio
1,7551,9830,9853,2,1,4769,2015/2016,FC Nantes,AS Saint-Étienne
3,7552,8639,9831,1,1,4769,2015/2016,LOSC Lille,OGC Nice
2,7553,10249,9827,0,1,4769,2015/2016,Montpellier Hérault SC,Girondins de Bordeaux
3,7554,8592,9747,0,0,4769,2015/2016,Olympique de Marseille,En Avant de Guingamp
1,7555,9748,10242,4,1,4769,2015/2016,Olympique Lyonnais,ES Troyes AC
1,7556,9847,7794,2,0,4769,2015/2016,Paris Saint-Germain,SC Bastia
2,7557,9837,9941,1,3,4769,2015/2016,Stade de Reims,Toulouse FC
3,7558,9851,8689,2,2,4769,2015/2016,Stade Rennais FC,FC Lorient
1,7559,9853,9748,1,0,4769,2015/2016,AS Saint-Étienne,Olympique Lyonnais
3,7560,9747,9830,2,2,4769,2015/2016,En Avant de Guingamp,FC Nantes
2,7561,10242,9851,2,4,4769,2015/2016,ES Troyes AC,Stade Rennais FC
1,7562,9827,8639,1,0,4769,2015/2016,Girondins de Bordeaux,LOSC Lille
2,7563,8689,9829,0,2,4769,2015/2016,FC Lorient,AS Monaco
3,7564,6391,9837,2,2,4769,2015/2016,GFC Ajaccio,Stade de Reims
1,7565,9831,8121,2,1,4769,2015/2016,OGC Nice,Angers SCO
1,7566,7794,10249,1,0,4769,2015/2016,SC Bastia,Montpellier Hérault SC
2,7567,7819,8592,1,3,4769,2015/2016,SM Caen,Olympique de Marseille
2,7568,9941,9847,0,1,4769,2015/2016,Toulouse FC,Paris Saint-Germain
1,7569,9829,9941,4,0,4769,2015/2016,AS Monaco,Toulouse FC
1,7570,9747,7794,1,0,4769,2015/2016,En Avant de Guingamp,SC Bastia
3,7571,9830,9827,2,2,4769,2015/2016,FC Nantes,Girondins de Bordeaux
2,7572,8639,10242,1,3,4769,2015/2016,LOSC Lille,ES Troyes AC
2,7573,10249,7819,1,2,4769,2015/2016,Montpellier Hérault SC,SM Caen
1,7574,9831,8689,2,1,4769,2015/2016,OGC Nice,FC Lorient
3,7575,9748,8592,1,1,4769,2015/2016,Olympique Lyonnais,Olympique de Marseille
1,7576,9847,8121,5,1,4769,2015/2016,Paris Saint-Germain,Angers SCO
3,7577,9837,9853,1,1,4769,2015/2016,Stade de Reims,AS Saint-Étienne
1,7578,9851,6391,1,0,4769,2015/2016,Stade Rennais FC,GFC Ajaccio
1,7579,8121,9829,3,0,4769,2015/2016,Angers SCO,AS Monaco
2,7580,9853,9847,0,2,4769,2015/2016,AS Saint-Étienne,Paris Saint-Germain
2,7581,10242,9830,0,1,4769,2015/2016,ES Troyes AC,FC Nantes
1,7582,9827,9851,4,0,4769,2015/2016,Girondins de Bordeaux,Stade Rennais FC
1,7583,8689,9837,2,0,4769,2015/2016,FC Lorient,Stade de Reims
2,7584,6391,10249,0,4,4769,2015/2016,GFC Ajaccio,Montpellier Hérault SC
3,7585,8592,8639,1,1,4769,2015/2016,Olympique de Marseille,LOSC Lille
1,7586,7794,9748,1,0,4769,2015/2016,SC Bastia,Olympique Lyonnais
1,7587,7819,9831,2,0,4769,2015/2016,SM Caen,OGC Nice
2,7588,9941,9747,1,2,4769,2015/2016,Toulouse FC,En Avant de Guingamp
1,7589,9829,7794,2,0,4769,2015/2016,AS Monaco,SC Bastia
1,7590,9747,10242,4,0,4769,2015/2016,En Avant de Guingamp,ES Troyes AC
1,7591,9830,6391,3,1,4769,2015/2016,FC Nantes,GFC Ajaccio
1,7592,8639,7819,1,0,4769,2015/2016,LOSC Lille,SM Caen
2,7593,10249,8592,0,1,4769,2015/2016,Montpellier Hérault SC,Olympique de Marseille
1,7594,9831,9941,1,0,4769,2015/2016,OGC Nice,Toulouse FC
1,7595,9748,9827,3,0,4769,2015/2016,Olympique Lyonnais,Girondins de Bordeaux
1,7596,9847,8689,3,1,4769,2015/2016,Paris Saint-Germain,FC Lorient
1,7597,9837,8121,2,1,4769,2015/2016,Stade de Reims,Angers SCO
2,7598,9851,9853,0,1,4769,2015/2016,Stade Rennais FC,AS Saint-Étienne
2,7599,8121,9748,0,3,4769,2015/2016,Angers SCO,Olympique Lyonnais
1,7600,9829,9831,1,0,4769,2015/2016,AS Monaco,OGC Nice
2,7601,9827,9853,1,4,4769,2015/2016,Girondins de Bordeaux,AS Saint-Étienne
3,7602,8689,10249,1,1,4769,2015/2016,FC Lorient,Montpellier Hérault SC
3,7603,6391,9747,0,0,4769,2015/2016,GFC Ajaccio,En Avant de Guingamp
3,7604,8639,9851,1,1,4769,2015/2016,LOSC Lille,Stade Rennais FC
2,7605,8592,9847,1,2,4769,2015/2016,Olympique de Marseille,Paris Saint-Germain
1,7606,7794,10242,2,0,4769,2015/2016,SC Bastia,ES Troyes AC
2,7607,7819,9837,0,2,4769,2015/2016,SM Caen,Stade de Reims
3,7608,9941,9830,0,0,4769,2015/2016,Toulouse FC,FC Nantes
2,7609,6391,10242,2,3,4769,2015/2016,GFC Ajaccio,ES Troyes AC
3,7610,9853,9829,1,1,4769,2015/2016,AS Saint-Étienne,AS Monaco
2,7611,9747,9827,2,4,4769,2015/2016,En Avant de Guingamp,Girondins de Bordeaux
1,7612,9830,8689,2,1,4769,2015/2016,FC Nantes,FC Lorient
1,7613,10249,9941,2,0,4769,2015/2016,Montpellier Hérault SC,Toulouse FC
3,7614,9831,8592,1,1,4769,2015/2016,OGC Nice,Olympique de Marseille
1,7615,9748,7819,4,1,4769,2015/2016,Olympique Lyonnais,SM Caen
3,7616,9847,8639,0,0,4769,2015/2016,Paris Saint-Germain,LOSC Lille
2,7617,9837,7794,0,1,4769,2015/2016,Stade de Reims,SC Bastia
1,7618,9851,8121,1,0,4769,2015/2016,Stade Rennais FC,Angers SCO
2,7619,8121,10249,2,3,4769,2015/2016,Angers SCO,Montpellier Hérault SC
1,7620,9829,10242,3,1,4769,2015/2016,AS Monaco,ES Troyes AC
3,7621,9827,9831,0,0,4769,2015/2016,Girondins de Bordeaux,OGC Nice
1,7622,8689,9747,4,3,4769,2015/2016,FC Lorient,En Avant de Guingamp
1,7623,8639,9748,1,0,4769,2015/2016,LOSC Lille,Olympique Lyonnais
3,7624,8592,9853,1,1,4769,2015/2016,Olympique de Marseille,AS Saint-Étienne
1,7625,9847,9837,4,1,4769,2015/2016,Paris Saint-Germain,Stade de Reims
3,7626,7794,9830,0,0,4769,2015/2016,SC Bastia,FC Nantes
1,7627,7819,9851,1,0,4769,2015/2016,SM Caen,Stade Rennais FC
3,7628,9941,6391,1,1,4769,2015/2016,Toulouse FC,GFC Ajaccio
2,7629,9853,7819,1,2,4769,2015/2016,AS Saint-Étienne,SM Caen
3,7630,9747,8121,2,2,4769,2015/2016,En Avant de Guingamp,Angers SCO
2,7631,10242,8689,0,1,4769,2015/2016,ES Troyes AC,FC Lorient
3,7632,9830,9829,0,0,4769,2015/2016,FC Nantes,AS Monaco
3,7633,6391,8592,1,1,4769,2015/2016,GFC Ajaccio,Olympique de Marseille
1,7634,10249,8639,3,0,4769,2015/2016,Montpellier Hérault SC,LOSC Lille
2,7635,9831,7794,0,2,4769,2015/2016,OGC Nice,SC Bastia
1,7636,9748,9847,2,1,4769,2015/2016,Olympique Lyonnais,Paris Saint-Germain
1,7637,9837,9827,4,1,4769,2015/2016,Stade de Reims,Girondins de Bordeaux
2,7638,9941,9851,1,2,4769,2015/2016,Toulouse FC,Stade Rennais FC
3,7639,8121,9853,0,0,4769,2015/2016,Angers SCO,AS Saint-Étienne
3,7640,9827,6391,1,1,4769,2015/2016,Girondins de Bordeaux,GFC Ajaccio
1,7641,8639,9837,2,0,4769,2015/2016,LOSC Lille,Stade de Reims
1,7642,9831,10242,2,1,4769,2015/2016,OGC Nice,ES Troyes AC
3,7643,8592,9941,1,1,4769,2015/2016,Olympique de Marseille,Toulouse FC
1,7644,9748,9747,5,1,4769,2015/2016,Olympique Lyonnais,En Avant de Guingamp
3,7645,9847,10249,0,0,4769,2015/2016,Paris Saint-Germain,Montpellier Hérault SC
3,7646,7794,8689,0,0,4769,2015/2016,SC Bastia,FC Lorient
3,7647,7819,9829,2,2,4769,2015/2016,SM Caen,AS Monaco
1,7648,9851,9830,4,1,4769,2015/2016,Stade Rennais FC,FC Nantes
1,7649,7794,9747,3,0,4769,2015/2016,SC Bastia,En Avant de Guingamp
2,7650,6391,8121,0,2,4769,2015/2016,GFC Ajaccio,Angers SCO
3,7651,8639,9827,0,0,4769,2015/2016,LOSC Lille,Girondins de Bordeaux
2,7652,8689,9853,0,1,4769,2015/2016,FC Lorient,AS Saint-Étienne
2,7653,9748,9851,1,2,4769,2015/2016,Olympique Lyonnais,Stade Rennais FC
1,7654,8592,10242,6,0,4769,2015/2016,Olympique de Marseille,ES Troyes AC
2,7655,10249,9847,0,1,4769,2015/2016,Montpellier Hérault SC,Paris Saint-Germain
1,7656,9830,9837,1,0,4769,2015/2016,FC Nantes,Stade de Reims
1,7657,9831,7819,2,1,4769,2015/2016,OGC Nice,SM Caen
3,7658,9941,9829,1,1,4769,2015/2016,Toulouse FC,AS Monaco
3,7659,9829,9837,2,2,4769,2015/2016,AS Monaco,Stade de Reims
1,7660,9747,9853,2,0,4769,2015/2016,En Avant de Guingamp,AS Saint-Étienne
2,7661,10242,9847,0,9,4769,2015/2016,ES Troyes AC,Paris Saint-Germain
3,7662,8689,8592,1,1,4769,2015/2016,FC Lorient,Olympique de Marseille
1,7663,9830,8121,2,0,4769,2015/2016,FC Nantes,Angers SCO
1,7664,6391,7819,1,0,4769,2015/2016,GFC Ajaccio,SM Caen
2,7665,10249,9831,0,2,4769,2015/2016,Montpellier Hérault SC,OGC Nice
2,7666,7794,8639,1,2,4769,2015/2016,SC Bastia,LOSC Lille
3,7667,9851,9748,2,2,4769,2015/2016,Stade Rennais FC,Olympique Lyonnais
1,7668,9941,9827,4,0,4769,2015/2016,Toulouse FC,Girondins de Bordeaux
1,7669,8121,8689,5,1,4769,2015/2016,Angers SCO,FC Lorient
1,7670,9853,10249,3,0,4769,2015/2016,AS Saint-Étienne,Montpellier Hérault SC
3,7671,9827,7794,1,1,4769,2015/2016,Girondins de Bordeaux,SC Bastia
1,7672,8639,9941,1,0,4769,2015/2016,LOSC Lille,Toulouse FC
1,7673,9831,6391,3,0,4769,2015/2016,OGC Nice,GFC Ajaccio
2,7674,8592,9851,2,5,4769,2015/2016,Olympique de Marseille,Stade Rennais FC
1,7675,9748,9830,2,0,4769,2015/2016,Olympique Lyonnais,FC Nantes
2,7676,9847,9829,0,2,4769,2015/2016,Paris Saint-Germain,AS Monaco
1,7677,7819,10242,2,1,4769,2015/2016,SM Caen,ES Troyes AC
2,7678,9837,9747,0,1,4769,2015/2016,Stade de Reims,En Avant de Guingamp
2,7679,9829,9827,1,2,4769,2015/2016,AS Monaco,Girondins de Bordeaux
3,7680,9747,10249,2,2,4769,2015/2016,En Avant de Guingamp,Montpellier Hérault SC
2,7681,10242,8121,0,1,4769,2015/2016,ES Troyes AC,Angers SCO
2,7682,8689,9748,1,3,4769,2015/2016,FC Lorient,Olympique Lyonnais
2,7683,9830,8639,0,3,4769,2015/2016,FC Nantes,LOSC Lille
2,7684,6391,9853,0,2,4769,2015/2016,GFC Ajaccio,AS Saint-Étienne
1,7685,9847,9831,4,1,4769,2015/2016,Paris Saint-Germain,OGC Nice
1,7686,7794,8592,2,1,4769,2015/2016,SC Bastia,Olympique de Marseille
1,7687,9851,9837,3,1,4769,2015/2016,Stade Rennais FC,Stade de Reims
1,7688,9941,7819,2,0,4769,2015/2016,Toulouse FC,SM Caen
3,7689,8121,6391,0,0,4769,2015/2016,Angers SCO,GFC Ajaccio
1,7690,9853,10242,1,0,4769,2015/2016,AS Saint-Étienne,ES Troyes AC
2,7691,9747,9847,0,2,4769,2015/2016,En Avant de Guingamp,Paris Saint-Germain
1,7692,8639,9829,4,1,4769,2015/2016,LOSC Lille,AS Monaco
2,7693,10249,9748,0,2,4769,2015/2016,Montpellier Hérault SC,Olympique Lyonnais
1,7694,9831,9851,3,0,4769,2015/2016,OGC Nice,Stade Rennais FC
3,7695,8592,9827,0,0,4769,2015/2016,Olympique de Marseille,Girondins de Bordeaux
2,7696,7819,8689,1,2,4769,2015/2016,SM Caen,FC Lorient
1,7697,9837,9830,2,1,4769,2015/2016,Stade de Reims,FC Nantes
1,7698,9941,7794,4,0,4769,2015/2016,Toulouse FC,SC Bastia
1,7699,9829,8592,2,1,4769,2015/2016,AS Monaco,Olympique de Marseille
1,7700,10242,9837,2,1,4769,2015/2016,ES Troyes AC,Stade de Reims
2,7701,9827,8121,1,3,4769,2015/2016,Girondins de Bordeaux,Angers SCO
3,7702,8689,9941,1,1,4769,2015/2016,FC Lorient,Toulouse FC
2,7703,9830,10249,0,2,4769,2015/2016,FC Nantes,Montpellier Hérault SC
2,7704,6391,8639,2,4,4769,2015/2016,GFC Ajaccio,LOSC Lille
3,7705,9748,9831,1,1,4769,2015/2016,Olympique Lyonnais,OGC Nice
1,7706,9847,7819,6,0,4769,2015/2016,Paris Saint-Germain,SM Caen
2,7707,7794,9853,0,1,4769,2015/2016,SC Bastia,AS Saint-Étienne
2,7708,9851,9747,0,3,4769,2015/2016,Stade Rennais FC,En Avant de Guingamp
1,7709,9853,8689,2,0,4769,2015/2016,AS Saint-Étienne,FC Lorient
3,7710,9747,7819,1,1,4769,2015/2016,En Avant de Guingamp,SM Caen
3,7711,9827,9847,1,1,4769,2015/2016,Girondins de Bordeaux,Paris Saint-Germain
1,7712,6391,7794,3,2,4769,2015/2016,GFC Ajaccio,SC Bastia
3,7713,8639,8121,0,0,4769,2015/2016,LOSC Lille,Angers SCO
1,7714,10249,10242,4,1,4769,2015/2016,Montpellier Hérault SC,ES Troyes AC
1,7715,9831,9837,2,0,4769,2015/2016,OGC Nice,Stade de Reims
3,7716,8592,9830,1,1,4769,2015/2016,Olympique de Marseille,FC Nantes
3,7717,9851,9829,1,1,4769,2015/2016,Stade Rennais FC,AS Monaco
2,7718,9941,9748,2,3,4769,2015/2016,Toulouse FC,Olympique Lyonnais
2,7719,8121,8592,0,1,4769,2015/2016,Angers SCO,Olympique de Marseille
1,7720,9829,9747,3,2,4769,2015/2016,AS Monaco,En Avant de Guingamp
3,7721,9853,9941,0,0,4769,2015/2016,AS Saint-Étienne,Toulouse FC
2,7722,10242,9827,2,4,4769,2015/2016,ES Troyes AC,Girondins de Bordeaux
2,7723,8689,8639,0,1,4769,2015/2016,FC Lorient,LOSC Lille
1,7724,9830,9831,1,0,4769,2015/2016,FC Nantes,OGC Nice
1,7725,9748,6391,2,1,4769,2015/2016,Olympique Lyonnais,GFC Ajaccio
1,7726,9847,9851,4,0,4769,2015/2016,Paris Saint-Germain,Stade Rennais FC
3,7727,7819,7794,0,0,4769,2015/2016,SM Caen,SC Bastia
2,7728,9837,10249,2,3,4769,2015/2016,Stade de Reims,Montpellier Hérault SC
1,7729,9827,8689,3,0,4769,2015/2016,Girondins de Bordeaux,FC Lorient
2,7730,9830,7819,1,2,4769,2015/2016,FC Nantes,SM Caen
2,7731,6391,9847,0,4,4769,2015/2016,GFC Ajaccio,Paris Saint-Germain
3,7732,8639,9747,0,0,4769,2015/2016,LOSC Lille,En Avant de Guingamp
1,7733,10249,9851,2,0,4769,2015/2016,Montpellier Hérault SC,Stade Rennais FC
1,7734,9831,9853,2,0,4769,2015/2016,OGC Nice,AS Saint-Étienne
1,7735,8592,9837,1,0,4769,2015/2016,Olympique de Marseille,Stade de Reims
1,7736,9748,9829,6,1,4769,2015/2016,Olympique Lyonnais,AS Monaco
1,7737,7794,8121,1,0,4769,2015/2016,SC Bastia,Angers SCO
1,7738,9941,10242,1,0,4769,2015/2016,Toulouse FC,ES Troyes AC
2,7739,8121,9941,2,3,4769,2015/2016,Angers SCO,Toulouse FC
1,7740,9829,10249,2,0,4769,2015/2016,AS Monaco,Montpellier Hérault SC
2,7741,9853,8639,0,1,4769,2015/2016,AS Saint-Étienne,LOSC Lille
2,7742,9747,9831,2,3,4769,2015/2016,En Avant de Guingamp,OGC Nice
3,7743,10242,8592,1,1,4769,2015/2016,ES Troyes AC,Olympique de Marseille
1,7744,8689,6391,1,0,4769,2015/2016,FC Lorient,GFC Ajaccio
1,7745,9847,9830,4,0,4769,2015/2016,Paris Saint-Germain,FC Nantes
1,7746,7819,9827,1,0,4769,2015/2016,SM Caen,Girondins de Bordeaux
1,7747,9837,9748,4,1,4769,2015/2016,Stade de Reims,Olympique Lyonnais
2,7748,9851,7794,1,2,4769,2015/2016,Stade Rennais FC,SC Bastia
3,7749,8121,9831,1,1,4769,2015/2016,Angers SCO,OGC Nice
1,7750,9827,9830,2,0,4769,2015/2016,Girondins de Bordeaux,FC Nantes
2,7751,7819,9748,0,4,4769,2015/2016,SM Caen,Olympique Lyonnais
1,7752,9747,8592,2,0,4769,2015/2016,En Avant de Guingamp,Olympique de Marseille
1,7753,8639,6391,1,0,4769,2015/2016,LOSC Lille,GFC Ajaccio
2,7754,9829,9847,0,3,4769,2015/2016,AS Monaco,Paris Saint-Germain
1,7755,9837,8689,4,1,4769,2015/2016,Stade de Reims,FC Lorient
1,7756,9851,9941,3,1,4769,2015/2016,Stade Rennais FC,Toulouse FC
1,7757,9853,7794,2,1,4769,2015/2016,AS Saint-Étienne,SC Bastia
3,7758,10242,10249,0,0,4769,2015/2016,ES Troyes AC,Montpellier Hérault SC
2,7759,6391,9829,0,1,4769,2015/2016,GFC Ajaccio,AS Monaco
