win_lose,id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,league_id,season,team_long_name0,team_long_name1
3,1613,274581,9994,1,1,1,2015/2016,Royal Excel Mouscron,Sporting Lokeren
1,1614,8571,8573,2,1,1,2015/2016,KV Kortrijk,KV Oostende
2,1615,8475,8342,1,2,1,2015/2016,Waasland-Beveren,Club Brugge KV
2,1616,9997,10001,1,2,1,2015/2016,Sint-Truidense VV,KVC Westerlo
1,1617,8342,9994,2,1,1,2015/2016,Club Brugge KV,Sporting Lokeren
1,1618,9991,8475,2,1,1,2015/2016,KAA Gent,Waasland-Beveren
1,1619,9987,8571,1,0,1,2015/2016,KRC Genk,KV Kortrijk
3,1620,8573,274581,3,3,1,2015/2016,KV Oostende,Royal Excel Mouscron
1,1621,9986,8203,3,2,1,2015/2016,Sporting Charleroi,KV Mechelen
2,1622,1773,9985,0,2,1,2015/2016,Oud-Heverlee Leuven,Standard de Liège
2,1623,10001,10000,1,2,1,2015/2016,KVC Westerlo,SV Zulte-Waregem
2,1624,9997,8635,1,2,1,2015/2016,Sint-Truidense VV,RSC Anderlecht
1,1625,8342,9991,1,0,1,2015/2016,Club Brugge KV,KAA Gent
2,1626,9985,9997,1,2,1,2015/2016,Standard de Liège,Sint-Truidense VV
3,1627,8203,8635,2,2,1,2015/2016,KV Mechelen,RSC Anderlecht
2,1628,10000,9986,2,3,1,2015/2016,SV Zulte-Waregem,Sporting Charleroi
2,1629,274581,9987,0,1,1,2015/2016,Royal Excel Mouscron,KRC Genk
2,1630,9994,8573,0,1,1,2015/2016,Sporting Lokeren,KV Oostende
3,1631,8571,10001,1,1,1,2015/2016,KV Kortrijk,KVC Westerlo
3,1632,8475,1773,2,2,1,2015/2016,Waasland-Beveren,Oud-Heverlee Leuven
1,1633,8635,10000,3,0,1,2015/2016,RSC Anderlecht,SV Zulte-Waregem
1,1634,9991,274581,2,0,1,2015/2016,KAA Gent,Royal Excel Mouscron
1,1635,9987,8475,6,1,1,2015/2016,KRC Genk,Waasland-Beveren
2,1636,8573,8342,0,2,1,2015/2016,KV Oostende,Club Brugge KV
3,1637,9986,8571,1,1,1,2015/2016,Sporting Charleroi,KV Kortrijk
3,1638,1773,9994,3,3,1,2015/2016,Oud-Heverlee Leuven,Sporting Lokeren
1,1639,10001,9985,2,0,1,2015/2016,KVC Westerlo,Standard de Liège
2,1640,9997,8203,0,3,1,2015/2016,Sint-Truidense VV,KV Mechelen
1,1641,8342,10001,6,0,1,2015/2016,Club Brugge KV,KVC Westerlo
1,1642,9985,9986,3,0,1,2015/2016,Standard de Liège,Sporting Charleroi
1,1643,8573,9991,5,2,1,2015/2016,KV Oostende,KAA Gent
2,1644,10000,8203,2,3,1,2015/2016,SV Zulte-Waregem,KV Mechelen
1,1645,274581,1773,3,1,1,2015/2016,Royal Excel Mouscron,Oud-Heverlee Leuven
3,1646,9994,9987,0,0,1,2015/2016,Sporting Lokeren,KRC Genk
1,1647,8571,9997,3,0,1,2015/2016,KV Kortrijk,Sint-Truidense VV
1,1648,8475,8635,1,0,1,2015/2016,Waasland-Beveren,RSC Anderlecht
3,1649,8635,9985,3,3,1,2015/2016,RSC Anderlecht,Standard de Liège
1,1650,9991,9994,3,1,1,2015/2016,KAA Gent,Sporting Lokeren
1,1651,9987,8342,3,2,1,2015/2016,KRC Genk,Club Brugge KV
2,1652,8203,8571,0,2,1,2015/2016,KV Mechelen,KV Kortrijk
2,1653,9986,8475,2,3,1,2015/2016,Sporting Charleroi,Waasland-Beveren
1,1654,1773,8573,4,1,1,2015/2016,Oud-Heverlee Leuven,KV Oostende
3,1655,10001,274581,2,2,1,2015/2016,KVC Westerlo,Royal Excel Mouscron
2,1656,9997,10000,1,2,1,2015/2016,Sint-Truidense VV,SV Zulte-Waregem
1,1657,8342,9997,3,0,1,2015/2016,Club Brugge KV,Sint-Truidense VV
1,1658,9985,9987,2,1,1,2015/2016,Standard de Liège,KRC Genk
3,1659,9991,1773,1,1,1,2015/2016,KAA Gent,Oud-Heverlee Leuven
1,1660,8573,9986,2,1,1,2015/2016,KV Oostende,Sporting Charleroi
1,1661,274581,8635,2,1,1,2015/2016,Royal Excel Mouscron,RSC Anderlecht
1,1662,9994,10001,2,1,1,2015/2016,Sporting Lokeren,KVC Westerlo
1,1663,8571,10000,1,0,1,2015/2016,KV Kortrijk,SV Zulte-Waregem
3,1664,8475,8203,0,0,1,2015/2016,Waasland-Beveren,KV Mechelen
3,1665,10000,9987,0,0,1,2015/2016,SV Zulte-Waregem,KRC Genk
3,1666,8571,9994,0,0,1,2015/2016,KV Kortrijk,Sporting Lokeren
1,1667,10001,1773,3,2,1,2015/2016,KVC Westerlo,Oud-Heverlee Leuven
3,1668,9997,8573,1,1,1,2015/2016,Sint-Truidense VV,KV Oostende
1,1669,8203,274581,3,1,1,2015/2016,KV Mechelen,Royal Excel Mouscron
3,1670,8635,9991,1,1,1,2015/2016,RSC Anderlecht,KAA Gent
3,1671,9986,8342,0,0,1,2015/2016,Sporting Charleroi,Club Brugge KV
1,1672,9985,8475,1,0,1,2015/2016,Standard de Liège,Waasland-Beveren
1,1673,8635,8571,3,0,1,2015/2016,RSC Anderlecht,KV Kortrijk
1,1674,9987,8573,4,1,1,2015/2016,KRC Genk,KV Oostende
1,1675,8203,9985,4,0,1,2015/2016,KV Mechelen,Standard de Liège
1,1676,10000,274581,3,0,1,2015/2016,SV Zulte-Waregem,Royal Excel Mouscron
3,1677,9986,9991,1,1,1,2015/2016,Sporting Charleroi,KAA Gent
2,1678,1773,8342,0,1,1,2015/2016,Oud-Heverlee Leuven,Club Brugge KV
1,1679,10001,8475,1,0,1,2015/2016,KVC Westerlo,Waasland-Beveren
3,1680,9997,9994,1,1,1,2015/2016,Sint-Truidense VV,Sporting Lokeren
1,1681,8342,8571,2,1,1,2015/2016,Club Brugge KV,KV Kortrijk
3,1682,274581,9985,1,1,1,2015/2016,Royal Excel Mouscron,Standard de Liège
1,1683,9994,8203,2,0,1,2015/2016,Sporting Lokeren,KV Mechelen
1,1684,8475,10000,2,1,1,2015/2016,Waasland-Beveren,SV Zulte-Waregem
1,1685,9987,10001,2,1,1,2015/2016,KRC Genk,KVC Westerlo
1,1686,8573,8635,3,1,1,2015/2016,KV Oostende,RSC Anderlecht
1,1687,9991,9997,1,0,1,2015/2016,KAA Gent,Sint-Truidense VV
1,1688,1773,9986,2,0,1,2015/2016,Oud-Heverlee Leuven,Sporting Charleroi
1,1689,8635,9994,1,0,1,2015/2016,RSC Anderlecht,Sporting Lokeren
2,1690,9985,8573,1,2,1,2015/2016,Standard de Liège,KV Oostende
1,1691,8203,1773,2,1,1,2015/2016,KV Mechelen,Oud-Heverlee Leuven
1,1692,10000,8342,2,0,1,2015/2016,SV Zulte-Waregem,Club Brugge KV
3,1693,8571,9991,0,0,1,2015/2016,KV Kortrijk,KAA Gent
3,1694,9986,10001,0,0,1,2015/2016,Sporting Charleroi,KVC Westerlo
3,1695,8475,274581,3,3,1,2015/2016,Waasland-Beveren,Royal Excel Mouscron
1,1696,9997,9987,3,1,1,2015/2016,Sint-Truidense VV,KRC Genk
1,1697,8342,9985,7,1,1,2015/2016,Club Brugge KV,Standard de Liège
1,1698,9987,9986,2,0,1,2015/2016,KRC Genk,Sporting Charleroi
3,1699,9991,8203,2,2,1,2015/2016,KAA Gent,KV Mechelen
1,1700,1773,9997,1,0,1,2015/2016,Oud-Heverlee Leuven,Sint-Truidense VV
2,1701,9994,8475,1,2,1,2015/2016,Sporting Lokeren,Waasland-Beveren
2,1702,274581,8571,0,1,1,2015/2016,Royal Excel Mouscron,KV Kortrijk
2,1703,8573,10000,0,2,1,2015/2016,KV Oostende,SV Zulte-Waregem
2,1704,10001,8635,0,3,1,2015/2016,KVC Westerlo,RSC Anderlecht
3,1705,8635,9987,0,0,1,2015/2016,RSC Anderlecht,KRC Genk
2,1706,9985,9994,0,1,1,2015/2016,Standard de Liège,Sporting Lokeren
3,1707,8203,10001,2,2,1,2015/2016,KV Mechelen,KVC Westerlo
3,1708,10000,9991,1,1,1,2015/2016,SV Zulte-Waregem,KAA Gent
1,1709,274581,8342,2,1,1,2015/2016,Royal Excel Mouscron,Club Brugge KV
3,1710,8571,1773,0,0,1,2015/2016,KV Kortrijk,Oud-Heverlee Leuven
2,1711,8475,8573,1,5,1,2015/2016,Waasland-Beveren,KV Oostende
3,1712,9997,9986,1,1,1,2015/2016,Sint-Truidense VV,Sporting Charleroi
1,1713,8342,8475,5,1,1,2015/2016,Club Brugge KV,Waasland-Beveren
1,1714,9991,9985,4,1,1,2015/2016,KAA Gent,Standard de Liège
1,1715,9987,8203,3,1,1,2015/2016,KRC Genk,KV Mechelen
1,1716,8573,8571,1,0,1,2015/2016,KV Oostende,KV Kortrijk
2,1717,9994,274581,1,2,1,2015/2016,Sporting Lokeren,Royal Excel Mouscron
3,1718,9986,8635,1,1,1,2015/2016,Sporting Charleroi,RSC Anderlecht
2,1719,1773,10000,2,3,1,2015/2016,Oud-Heverlee Leuven,SV Zulte-Waregem
2,1720,10001,9997,0,3,1,2015/2016,KVC Westerlo,Sint-Truidense VV
1,1721,8635,9997,1,0,1,2015/2016,RSC Anderlecht,Sint-Truidense VV
3,1722,9985,1773,2,2,1,2015/2016,Standard de Liège,Oud-Heverlee Leuven
2,1723,8203,9986,0,1,1,2015/2016,KV Mechelen,Sporting Charleroi
1,1724,10000,10001,4,2,1,2015/2016,SV Zulte-Waregem,KVC Westerlo
3,1725,274581,8573,2,2,1,2015/2016,Royal Excel Mouscron,KV Oostende
2,1726,9994,8342,0,1,1,2015/2016,Sporting Lokeren,Club Brugge KV
1,1727,8571,9987,1,0,1,2015/2016,KV Kortrijk,KRC Genk
2,1728,8475,9991,1,3,1,2015/2016,Waasland-Beveren,KAA Gent
