points,id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,league_id,season,team_name,team_long_name1
3,800,1773,9985,1,3,1,2011/2012,Standard de Liège,Oud-Heverlee Leuven
1,801,9994,9993,1,1,1,2011/2012,Beerschot AC,Sporting Lokeren
3,802,8571,9991,0,4,1,2011/2012,KAA Gent,KV Kortrijk
1,803,8203,10000,1,1,1,2011/2012,SV Zulte-Waregem,KV Mechelen
0,804,9998,9989,2,1,1,2011/2012,Lierse SK,RAEC Mons
0,805,9985,8203,3,2,1,2011/2012,KV Mechelen,Standard de Liège
0,806,9991,9987,2,0,1,2011/2012,KRC Genk,KAA Gent
3,807,9993,8571,0,1,1,2011/2012,KV Kortrijk,Beerschot AC
0,808,9997,1773,2,1,1,2011/2012,Oud-Heverlee Leuven,Sint-Truidense VV
3,809,10000,8635,2,3,1,2011/2012,RSC Anderlecht,SV Zulte-Waregem
3,810,9989,8342,0,1,1,2011/2012,Club Brugge KV,Lierse SK
0,811,10001,9998,2,1,1,2011/2012,RAEC Mons,KVC Westerlo
1,812,9984,9994,1,1,1,2011/2012,Sporting Lokeren,KSV Cercle Brugge
1,813,8635,1773,0,0,1,2011/2012,Oud-Heverlee Leuven,RSC Anderlecht
1,814,9985,9991,0,0,1,2011/2012,KAA Gent,Standard de Liège
0,815,9993,9987,2,0,1,2011/2012,KRC Genk,Beerschot AC
3,816,9997,9998,2,3,1,2011/2012,RAEC Mons,Sint-Truidense VV
1,817,10000,9994,1,1,1,2011/2012,Sporting Lokeren,SV Zulte-Waregem
1,818,9989,8203,2,2,1,2011/2012,KV Mechelen,Lierse SK
3,819,10001,8342,0,1,1,2011/2012,Club Brugge KV,KVC Westerlo
3,820,9984,8571,1,2,1,2011/2012,KV Kortrijk,KSV Cercle Brugge
0,821,8342,9997,1,0,1,2011/2012,Sint-Truidense VV,Club Brugge KV
0,822,9987,9989,4,0,1,2011/2012,Lierse SK,KRC Genk
1,823,1773,10000,2,2,1,2011/2012,SV Zulte-Waregem,Oud-Heverlee Leuven
1,824,9994,9985,1,1,1,2011/2012,Standard de Liège,Sporting Lokeren
0,825,8571,10001,1,0,1,2011/2012,KVC Westerlo,KV Kortrijk
0,826,8203,8635,2,1,1,2011/2012,RSC Anderlecht,KV Mechelen
3,827,9998,9984,0,2,1,2011/2012,KSV Cercle Brugge,RAEC Mons
3,828,9991,9993,0,1,1,2011/2012,Beerschot AC,KAA Gent
0,829,8635,9994,3,2,1,2011/2012,Sporting Lokeren,RSC Anderlecht
1,830,9985,9987,0,0,1,2011/2012,KRC Genk,Standard de Liège
1,831,9997,8203,0,0,1,2011/2012,KV Mechelen,Sint-Truidense VV
3,832,10000,9998,2,3,1,2011/2012,RAEC Mons,SV Zulte-Waregem
0,833,1773,8342,3,1,1,2011/2012,Club Brugge KV,Oud-Heverlee Leuven
0,834,9989,8571,2,0,1,2011/2012,KV Kortrijk,Lierse SK
0,835,10001,9993,3,1,1,2011/2012,Beerschot AC,KVC Westerlo
3,836,9984,9991,0,1,1,2011/2012,KAA Gent,KSV Cercle Brugge
0,837,8342,10000,1,0,1,2011/2012,SV Zulte-Waregem,Club Brugge KV
0,838,9987,9984,4,2,1,2011/2012,KSV Cercle Brugge,KRC Genk
0,839,9991,10001,3,1,1,2011/2012,KVC Westerlo,KAA Gent
1,840,9993,9989,0,0,1,2011/2012,Lierse SK,Beerschot AC
1,841,9994,9997,0,0,1,2011/2012,Sint-Truidense VV,Sporting Lokeren
0,842,8571,9985,2,0,1,2011/2012,Standard de Liège,KV Kortrijk
1,843,8203,1773,2,2,1,2011/2012,Oud-Heverlee Leuven,KV Mechelen
1,844,9998,8635,1,1,1,2011/2012,RSC Anderlecht,RAEC Mons
0,845,8635,8203,3,1,1,2011/2012,KV Mechelen,RSC Anderlecht
0,846,9985,9994,3,1,1,2011/2012,Sporting Lokeren,Standard de Liège
1,847,9993,9991,2,2,1,2011/2012,KAA Gent,Beerschot AC
1,848,9997,8342,3,3,1,2011/2012,Club Brugge KV,Sint-Truidense VV
0,849,10000,1773,2,1,1,2011/2012,Oud-Heverlee Leuven,SV Zulte-Waregem
1,850,9989,9987,0,0,1,2011/2012,KRC Genk,Lierse SK
1,851,10001,8571,0,0,1,2011/2012,KV Kortrijk,KVC Westerlo
1,852,9984,9998,1,1,1,2011/2012,RAEC Mons,KSV Cercle Brugge
0,853,8635,8342,3,0,1,2011/2012,Club Brugge KV,RSC Anderlecht
0,854,9985,9993,6,1,1,2011/2012,Beerschot AC,Standard de Liège
1,855,9997,8571,0,0,1,2011/2012,KV Kortrijk,Sint-Truidense VV
1,856,10000,9987,1,1,1,2011/2012,KRC Genk,SV Zulte-Waregem
1,857,1773,9994,1,1,1,2011/2012,Sporting Lokeren,Oud-Heverlee Leuven
0,858,8203,9998,4,1,1,2011/2012,RAEC Mons,KV Mechelen
0,859,9989,9991,2,1,1,2011/2012,KAA Gent,Lierse SK
0,860,9984,10001,3,1,1,2011/2012,KVC Westerlo,KSV Cercle Brugge
3,861,8342,8203,0,1,1,2011/2012,KV Mechelen,Club Brugge KV
0,862,9987,9997,2,1,1,2011/2012,Sint-Truidense VV,KRC Genk
1,863,9991,10000,0,0,1,2011/2012,SV Zulte-Waregem,KAA Gent
0,864,9993,9984,4,0,1,2011/2012,KSV Cercle Brugge,Beerschot AC
0,865,9994,9989,2,0,1,2011/2012,Lierse SK,Sporting Lokeren
3,866,8571,8635,0,1,1,2011/2012,RSC Anderlecht,KV Kortrijk
1,867,9998,1773,2,2,1,2011/2012,Oud-Heverlee Leuven,RAEC Mons
1,868,10001,9985,0,0,1,2011/2012,Standard de Liège,KVC Westerlo
0,869,8342,9994,3,0,1,2011/2012,Sporting Lokeren,Club Brugge KV
0,870,8635,9991,3,1,1,2011/2012,KAA Gent,RSC Anderlecht
0,871,9985,9998,2,1,1,2011/2012,RAEC Mons,Standard de Liège
3,872,9997,10001,0,3,1,2011/2012,KVC Westerlo,Sint-Truidense VV
3,873,1773,8571,0,2,1,2011/2012,KV Kortrijk,Oud-Heverlee Leuven
0,874,8203,9987,3,2,1,2011/2012,KRC Genk,KV Mechelen
1,875,9989,9984,2,2,1,2011/2012,KSV Cercle Brugge,Lierse SK
0,876,10000,9993,1,0,1,2011/2012,Beerschot AC,SV Zulte-Waregem
0,877,9987,1773,5,0,1,2011/2012,Oud-Heverlee Leuven,KRC Genk
0,878,9991,9997,6,0,1,2011/2012,Sint-Truidense VV,KAA Gent
1,879,9993,8635,0,0,1,2011/2012,RSC Anderlecht,Beerschot AC
0,880,9994,8203,3,2,1,2011/2012,KV Mechelen,Sporting Lokeren
1,881,8571,10000,0,0,1,2011/2012,SV Zulte-Waregem,KV Kortrijk
3,882,9998,8342,0,2,1,2011/2012,Club Brugge KV,RAEC Mons
3,883,10001,9989,0,2,1,2011/2012,Lierse SK,KVC Westerlo
3,884,9984,9985,0,1,1,2011/2012,Standard de Liège,KSV Cercle Brugge
0,885,8342,9993,5,1,1,2011/2012,Beerschot AC,Club Brugge KV
0,886,8635,9987,4,2,1,2011/2012,KRC Genk,RSC Anderlecht
3,887,9997,9984,0,1,1,2011/2012,KSV Cercle Brugge,Sint-Truidense VV
0,888,10000,10001,3,1,1,2011/2012,KVC Westerlo,SV Zulte-Waregem
0,889,9994,9998,3,1,1,2011/2012,RAEC Mons,Sporting Lokeren
1,890,8203,8571,0,0,1,2011/2012,KV Kortrijk,KV Mechelen
3,891,9989,9985,0,2,1,2011/2012,Standard de Liège,Lierse SK
3,892,1773,9991,2,3,1,2011/2012,KAA Gent,Oud-Heverlee Leuven
3,893,9985,8635,1,2,1,2011/2012,RSC Anderlecht,Standard de Liège
3,894,9987,9994,0,1,1,2011/2012,Sporting Lokeren,KRC Genk
3,895,9991,8342,1,3,1,2011/2012,Club Brugge KV,KAA Gent
0,896,9993,9997,3,2,1,2011/2012,Sint-Truidense VV,Beerschot AC
1,897,8571,9998,2,2,1,2011/2012,RAEC Mons,KV Kortrijk
0,898,9989,10000,2,1,1,2011/2012,SV Zulte-Waregem,Lierse SK
3,899,10001,1773,1,3,1,2011/2012,Oud-Heverlee Leuven,KVC Westerlo
0,900,9984,8203,1,0,1,2011/2012,KV Mechelen,KSV Cercle Brugge
0,901,8342,8571,2,1,1,2011/2012,KV Kortrijk,Club Brugge KV
0,902,8635,10001,3,1,1,2011/2012,KVC Westerlo,RSC Anderlecht
1,903,9997,9989,1,1,1,2011/2012,Lierse SK,Sint-Truidense VV
0,904,10000,9985,4,2,1,2011/2012,Standard de Liège,SV Zulte-Waregem
3,905,1773,9984,2,3,1,2011/2012,KSV Cercle Brugge,Oud-Heverlee Leuven
1,906,9994,9991,1,1,1,2011/2012,KAA Gent,Sporting Lokeren
0,907,8203,9993,2,1,1,2011/2012,Beerschot AC,KV Mechelen
3,908,9998,9987,1,2,1,2011/2012,KRC Genk,RAEC Mons
1,909,9985,9997,0,0,1,2011/2012,Sint-Truidense VV,Standard de Liège
0,910,9987,8342,3,0,1,2011/2012,Club Brugge KV,KRC Genk
0,911,9993,1773,2,1,1,2011/2012,Oud-Heverlee Leuven,Beerschot AC
3,912,8571,9994,2,5,1,2011/2012,Sporting Lokeren,KV Kortrijk
1,913,9989,8635,0,0,1,2011/2012,RSC Anderlecht,Lierse SK
3,914,10001,8203,1,3,1,2011/2012,KV Mechelen,KVC Westerlo
0,915,9984,10000,1,0,1,2011/2012,SV Zulte-Waregem,KSV Cercle Brugge
0,916,9991,9998,2,0,1,2011/2012,RAEC Mons,KAA Gent
0,917,8342,9985,1,0,1,2011/2012,Standard de Liège,Club Brugge KV
0,918,8635,9984,4,0,1,2011/2012,KSV Cercle Brugge,RSC Anderlecht
0,919,9997,10000,1,0,1,2011/2012,SV Zulte-Waregem,Sint-Truidense VV
1,920,1773,9989,0,0,1,2011/2012,Lierse SK,Oud-Heverlee Leuven
0,921,9994,10001,4,0,1,2011/2012,KVC Westerlo,Sporting Lokeren
0,922,8571,9987,3,2,1,2011/2012,KRC Genk,KV Kortrijk
3,923,8203,9991,0,2,1,2011/2012,KAA Gent,KV Mechelen
0,924,9998,9993,4,2,1,2011/2012,Beerschot AC,RAEC Mons
0,925,9985,1773,4,0,1,2011/2012,Oud-Heverlee Leuven,Standard de Liège
0,926,9991,8571,3,1,1,2011/2012,KV Kortrijk,KAA Gent
1,927,9993,9994,2,2,1,2011/2012,Sporting Lokeren,Beerschot AC
1,928,9997,8635,2,2,1,2011/2012,RSC Anderlecht,Sint-Truidense VV
0,929,10000,8203,2,0,1,2011/2012,KV Mechelen,SV Zulte-Waregem
1,930,9989,9998,1,1,1,2011/2012,RAEC Mons,Lierse SK
0,931,10001,9987,3,2,1,2011/2012,KRC Genk,KVC Westerlo
3,932,9984,8342,1,2,1,2011/2012,Club Brugge KV,KSV Cercle Brugge
0,933,8342,1773,1,0,1,2011/2012,Oud-Heverlee Leuven,Club Brugge KV
1,934,9987,10000,2,2,1,2011/2012,SV Zulte-Waregem,KRC Genk
0,935,9991,9985,3,1,1,2011/2012,Standard de Liège,KAA Gent
0,936,9993,10001,3,1,1,2011/2012,KVC Westerlo,Beerschot AC
3,937,9994,8635,0,1,1,2011/2012,RSC Anderlecht,Sporting Lokeren
0,938,8571,9984,2,0,1,2011/2012,KSV Cercle Brugge,KV Kortrijk
0,939,8203,9989,2,1,1,2011/2012,Lierse SK,KV Mechelen
0,940,9998,9997,4,2,1,2011/2012,Sint-Truidense VV,RAEC Mons
0,941,8342,9989,1,0,1,2011/2012,Lierse SK,Club Brugge KV
0,942,8635,10000,2,1,1,2011/2012,SV Zulte-Waregem,RSC Anderlecht
0,943,9987,9991,3,1,1,2011/2012,KAA Gent,KRC Genk
0,944,1773,9997,3,1,1,2011/2012,Sint-Truidense VV,Oud-Heverlee Leuven
0,945,9994,9984,1,0,1,2011/2012,KSV Cercle Brugge,Sporting Lokeren
0,946,8571,9993,2,0,1,2011/2012,Beerschot AC,KV Kortrijk
3,947,8203,9985,1,2,1,2011/2012,Standard de Liège,KV Mechelen
0,948,9998,10001,2,1,1,2011/2012,KVC Westerlo,RAEC Mons
0,949,9985,8571,3,1,1,2011/2012,KV Kortrijk,Standard de Liège
3,950,9997,9994,0,2,1,2011/2012,Sporting Lokeren,Sint-Truidense VV
1,951,10000,8342,1,1,1,2011/2012,Club Brugge KV,SV Zulte-Waregem
3,952,1773,8203,1,2,1,2011/2012,KV Mechelen,Oud-Heverlee Leuven
1,953,9989,9993,1,1,1,2011/2012,Beerschot AC,Lierse SK
3,954,10001,9991,2,3,1,2011/2012,KAA Gent,KVC Westerlo
0,955,9984,9987,3,2,1,2011/2012,KRC Genk,KSV Cercle Brugge
1,956,8635,9998,2,2,1,2011/2012,RAEC Mons,RSC Anderlecht
1,957,8342,8635,1,1,1,2011/2012,RSC Anderlecht,Club Brugge KV
1,958,9987,8203,0,0,1,2011/2012,KV Mechelen,KRC Genk
0,959,9991,9989,1,0,1,2011/2012,Lierse SK,KAA Gent
1,960,9993,9985,1,1,1,2011/2012,Standard de Liège,Beerschot AC
3,961,9994,1773,0,1,1,2011/2012,Oud-Heverlee Leuven,Sporting Lokeren
0,962,8571,9997,4,0,1,2011/2012,Sint-Truidense VV,KV Kortrijk
0,963,9998,10000,3,1,1,2011/2012,SV Zulte-Waregem,RAEC Mons
3,964,10001,9984,1,3,1,2011/2012,KSV Cercle Brugge,KVC Westerlo
0,965,8635,8571,2,0,1,2011/2012,KV Kortrijk,RSC Anderlecht
0,966,9985,10001,1,0,1,2011/2012,KVC Westerlo,Standard de Liège
3,967,9997,9987,3,4,1,2011/2012,KRC Genk,Sint-Truidense VV
3,968,10000,9991,1,3,1,2011/2012,KAA Gent,SV Zulte-Waregem
0,969,1773,9998,3,1,1,2011/2012,RAEC Mons,Oud-Heverlee Leuven
3,970,8203,8342,1,2,1,2011/2012,Club Brugge KV,KV Mechelen
0,971,9984,9993,2,1,1,2011/2012,Beerschot AC,KSV Cercle Brugge
1,972,9989,9994,1,1,1,2011/2012,Sporting Lokeren,Lierse SK
0,973,9987,9985,3,0,1,2011/2012,Standard de Liège,KRC Genk
3,974,9991,8635,0,1,1,2011/2012,RSC Anderlecht,KAA Gent
0,975,9993,10000,2,0,1,2011/2012,SV Zulte-Waregem,Beerschot AC
3,976,9994,8342,1,2,1,2011/2012,Club Brugge KV,Sporting Lokeren
0,977,8571,1773,2,0,1,2011/2012,Oud-Heverlee Leuven,KV Kortrijk
0,978,9998,8203,5,1,1,2011/2012,KV Mechelen,RAEC Mons
0,979,10001,9997,2,0,1,2011/2012,Sint-Truidense VV,KVC Westerlo
1,980,9984,9989,0,0,1,2011/2012,Lierse SK,KSV Cercle Brugge
0,981,8342,9998,2,1,1,2011/2012,RAEC Mons,Club Brugge KV
0,982,8635,9993,3,2,1,2011/2012,Beerschot AC,RSC Anderlecht
1,983,9985,9984,0,0,1,2011/2012,KSV Cercle Brugge,Standard de Liège
3,984,9997,9991,3,4,1,2011/2012,KAA Gent,Sint-Truidense VV
0,985,10000,8571,1,0,1,2011/2012,KV Kortrijk,SV Zulte-Waregem
1,986,1773,9987,1,1,1,2011/2012,KRC Genk,Oud-Heverlee Leuven
3,987,8203,9994,0,2,1,2011/2012,Sporting Lokeren,KV Mechelen
1,988,9989,10001,0,0,1,2011/2012,KVC Westerlo,Lierse SK
0,989,9985,9989,2,0,1,2011/2012,Lierse SK,Standard de Liège
3,990,9987,8635,0,1,1,2011/2012,RSC Anderlecht,KRC Genk
0,991,9991,1773,6,1,1,2011/2012,Oud-Heverlee Leuven,KAA Gent
1,992,9993,8342,1,1,1,2011/2012,Club Brugge KV,Beerschot AC
0,993,8571,8203,1,0,1,2011/2012,KV Mechelen,KV Kortrijk
1,994,9998,9994,3,3,1,2011/2012,Sporting Lokeren,RAEC Mons
1,995,10001,10000,1,1,1,2011/2012,SV Zulte-Waregem,KVC Westerlo
1,996,9984,9997,2,2,1,2011/2012,Sint-Truidense VV,KSV Cercle Brugge
1,997,8571,8635,1,1,1,2012/2013,RSC Anderlecht,KV Kortrijk
3,998,9993,9994,2,4,1,2012/2013,Sporting Lokeren,Beerschot AC
0,999,9998,1773,5,2,1,2012/2013,Oud-Heverlee Leuven,RAEC Mons
3,1000,9985,10000,0,1,1,2012/2013,SV Zulte-Waregem,Standard de Liège
0,1001,8203,9986,4,2,1,2012/2013,Sporting Charleroi,KV Mechelen
0,1002,8342,8475,3,1,1,2012/2013,Waasland-Beveren,Club Brugge KV
0,1003,9991,9989,2,0,1,2012/2013,Lierse SK,KAA Gent
1,1004,9987,9984,3,3,1,2012/2013,KSV Cercle Brugge,KRC Genk
1,1005,8342,9987,1,1,1,2012/2013,KRC Genk,Club Brugge KV
0,1006,9985,8635,2,1,1,2012/2013,RSC Anderlecht,Standard de Liège
1,1007,9993,9991,2,2,1,2012/2013,KAA Gent,Beerschot AC
3,1008,9986,1773,0,4,1,2012/2013,Oud-Heverlee Leuven,Sporting Charleroi
0,1009,10000,9984,3,1,1,2012/2013,KSV Cercle Brugge,SV Zulte-Waregem
1,1010,9994,9989,2,2,1,2012/2013,Lierse SK,Sporting Lokeren
3,1011,8203,8571,0,2,1,2012/2013,KV Kortrijk,KV Mechelen
1,1012,8475,9998,2,2,1,2012/2013,RAEC Mons,Waasland-Beveren
0,1013,8635,8475,2,0,1,2012/2013,Waasland-Beveren,RSC Anderlecht
0,1014,9987,9993,3,0,1,2012/2013,Beerschot AC,KRC Genk
3,1015,9991,8571,0,1,1,2012/2013,KV Kortrijk,KAA Gent
3,1016,10000,9994,0,3,1,2012/2013,Sporting Lokeren,SV Zulte-Waregem
0,1017,1773,8342,4,1,1,2012/2013,Club Brugge KV,Oud-Heverlee Leuven
3,1018,9989,9986,0,1,1,2012/2013,Sporting Charleroi,Lierse SK
0,1019,9998,9985,3,1,1,2012/2013,Standard de Liège,RAEC Mons
3,1020,9984,8203,1,2,1,2012/2013,KV Mechelen,KSV Cercle Brugge
3,1021,8342,9994,2,3,1,2012/2013,Sporting Lokeren,Club Brugge KV
0,1022,9985,9984,2,1,1,2012/2013,KSV Cercle Brugge,Standard de Liège
0,1023,9991,9998,2,0,1,2012/2013,RAEC Mons,KAA Gent
3,1024,9993,1773,1,3,1,2012/2013,Oud-Heverlee Leuven,Beerschot AC
0,1025,9986,8635,2,0,1,2012/2013,RSC Anderlecht,Sporting Charleroi
1,1026,8571,9987,1,1,1,2012/2013,KRC Genk,KV Kortrijk
0,1027,8203,9989,3,0,1,2012/2013,Lierse SK,KV Mechelen
3,1028,8475,10000,0,2,1,2012/2013,SV Zulte-Waregem,Waasland-Beveren
0,1029,8635,9991,5,0,1,2012/2013,KAA Gent,RSC Anderlecht
3,1030,9987,9985,0,2,1,2012/2013,Standard de Liège,KRC Genk
0,1031,10000,9986,4,1,1,2012/2013,Sporting Charleroi,SV Zulte-Waregem
0,1032,1773,8203,3,1,1,2012/2013,KV Mechelen,Oud-Heverlee Leuven
0,1033,9994,8475,2,0,1,2012/2013,Waasland-Beveren,Sporting Lokeren
0,1034,9989,8342,3,2,1,2012/2013,Club Brugge KV,Lierse SK
0,1035,9998,8571,1,0,1,2012/2013,KV Kortrijk,RAEC Mons
0,1036,9984,9993,3,1,1,2012/2013,Beerschot AC,KSV Cercle Brugge
3,1037,8342,10000,0,1,1,2012/2013,SV Zulte-Waregem,Club Brugge KV
0,1038,9985,1773,2,0,1,2012/2013,Oud-Heverlee Leuven,Standard de Liège
3,1039,9991,9987,1,2,1,2012/2013,KRC Genk,KAA Gent
3,1040,9993,8475,1,2,1,2012/2013,Waasland-Beveren,Beerschot AC
3,1041,9986,9994,0,2,1,2012/2013,Sporting Lokeren,Sporting Charleroi
0,1042,8571,9989,4,1,1,2012/2013,Lierse SK,KV Kortrijk
3,1043,8203,8635,1,4,1,2012/2013,RSC Anderlecht,KV Mechelen
0,1044,9998,9984,3,2,1,2012/2013,KSV Cercle Brugge,RAEC Mons
0,1045,8635,8342,6,1,1,2012/2013,Club Brugge KV,RSC Anderlecht
0,1046,9987,9998,5,1,1,2012/2013,RAEC Mons,KRC Genk
1,1047,10000,8203,1,1,1,2012/2013,KV Mechelen,SV Zulte-Waregem
1,1048,1773,8571,0,0,1,2012/2013,KV Kortrijk,Oud-Heverlee Leuven
0,1049,9994,9985,2,1,1,2012/2013,Standard de Liège,Sporting Lokeren
3,1050,9989,9993,1,3,1,2012/2013,Beerschot AC,Lierse SK
1,1051,8475,9986,0,0,1,2012/2013,Sporting Charleroi,Waasland-Beveren
1,1052,9984,9991,2,2,1,2012/2013,KAA Gent,KSV Cercle Brugge
0,1053,8635,8571,1,0,1,2012/2013,KV Kortrijk,RSC Anderlecht
1,1054,9986,8203,1,1,1,2012/2013,KV Mechelen,Sporting Charleroi
1,1055,10000,9985,0,0,1,2012/2013,Standard de Liège,SV Zulte-Waregem
3,1056,1773,9998,1,3,1,2012/2013,RAEC Mons,Oud-Heverlee Leuven
0,1057,9994,9993,1,0,1,2012/2013,Beerschot AC,Sporting Lokeren
0,1058,9989,9991,2,0,1,2012/2013,KAA Gent,Lierse SK
3,1059,8475,8342,2,6,1,2012/2013,Club Brugge KV,Waasland-Beveren
0,1060,9984,9987,3,1,1,2012/2013,KRC Genk,KSV Cercle Brugge
0,1061,8342,9986,1,0,1,2012/2013,Sporting Charleroi,Club Brugge KV
0,1062,9985,9989,3,0,1,2012/2013,Lierse SK,Standard de Liège
1,1063,9987,1773,1,1,1,2012/2013,Oud-Heverlee Leuven,KRC Genk
3,1064,9991,10000,0,1,1,2012/2013,SV Zulte-Waregem,KAA Gent
3,1065,9993,8635,1,4,1,2012/2013,RSC Anderlecht,Beerschot AC
0,1066,8571,9984,3,1,1,2012/2013,KSV Cercle Brugge,KV Kortrijk
3,1067,8203,8475,0,1,1,2012/2013,Waasland-Beveren,KV Mechelen
3,1068,9998,9994,1,2,1,2012/2013,Sporting Lokeren,RAEC Mons
1,1069,8342,8203,1,1,1,2012/2013,KV Mechelen,Club Brugge KV
0,1070,8635,9984,2,1,1,2012/2013,KSV Cercle Brugge,RSC Anderlecht
0,1071,9986,8571,2,0,1,2012/2013,KV Kortrijk,Sporting Charleroi
1,1072,10000,9993,0,0,1,2012/2013,Beerschot AC,SV Zulte-Waregem
1,1073,1773,9991,1,1,1,2012/2013,KAA Gent,Oud-Heverlee Leuven
3,1074,9994,9987,3,4,1,2012/2013,KRC Genk,Sporting Lokeren
3,1075,9989,9998,0,3,1,2012/2013,RAEC Mons,Lierse SK
3,1076,8475,9985,0,2,1,2012/2013,Standard de Liège,Waasland-Beveren
0,1077,9985,9986,6,1,1,2012/2013,Sporting Charleroi,Standard de Liège
0,1078,9987,9989,4,1,1,2012/2013,Lierse SK,KRC Genk
3,1079,9991,8475,0,2,1,2012/2013,Waasland-Beveren,KAA Gent
3,1080,9993,8342,1,7,1,2012/2013,Club Brugge KV,Beerschot AC
3,1081,8571,10000,1,2,1,2012/2013,SV Zulte-Waregem,KV Kortrijk
0,1082,8203,9994,2,1,1,2012/2013,Sporting Lokeren,KV Mechelen
3,1083,9998,8635,0,5,1,2012/2013,RSC Anderlecht,RAEC Mons
1,1084,9984,1773,1,1,1,2012/2013,Oud-Heverlee Leuven,KSV Cercle Brugge
0,1085,8635,9993,1,0,1,2012/2013,Beerschot AC,RSC Anderlecht
3,1086,9986,8342,0,1,1,2012/2013,Club Brugge KV,Sporting Charleroi
0,1087,10000,9991,3,1,1,2012/2013,KAA Gent,SV Zulte-Waregem
1,1088,1773,9987,2,2,1,2012/2013,KRC Genk,Oud-Heverlee Leuven
1,1089,9994,9998,2,2,1,2012/2013,RAEC Mons,Sporting Lokeren
1,1090,9989,9985,0,0,1,2012/2013,Standard de Liège,Lierse SK
1,1091,8475,8203,0,0,1,2012/2013,KV Mechelen,Waasland-Beveren
3,1092,9984,8571,1,2,1,2012/2013,KV Kortrijk,KSV Cercle Brugge
0,1093,8342,9998,2,0,1,2012/2013,RAEC Mons,Club Brugge KV
0,1094,8635,1773,2,1,1,2012/2013,Oud-Heverlee Leuven,RSC Anderlecht
0,1095,9986,9993,1,0,1,2012/2013,Beerschot AC,Sporting Charleroi
0,1096,10000,9987,3,2,1,2012/2013,KRC Genk,SV Zulte-Waregem
1,1097,9994,9991,2,2,1,2012/2013,KAA Gent,Sporting Lokeren
3,1098,8203,9985,0,2,1,2012/2013,Standard de Liège,KV Mechelen
1,1099,9989,9984,1,1,1,2012/2013,KSV Cercle Brugge,Lierse SK
0,1100,8475,8571,1,0,1,2012/2013,KV Kortrijk,Waasland-Beveren
3,1101,9985,8342,1,3,1,2012/2013,Club Brugge KV,Standard de Liège
3,1102,9987,8635,2,4,1,2012/2013,RSC Anderlecht,KRC Genk
3,1103,9991,9986,1,2,1,2012/2013,Sporting Charleroi,KAA Gent
3,1104,9993,8203,0,2,1,2012/2013,KV Mechelen,Beerschot AC
1,1105,1773,9989,2,2,1,2012/2013,Lierse SK,Oud-Heverlee Leuven
3,1106,8571,9994,2,3,1,2012/2013,Sporting Lokeren,KV Kortrijk
1,1107,9998,10000,1,1,1,2012/2013,SV Zulte-Waregem,RAEC Mons
1,1108,9984,8475,2,2,1,2012/2013,Waasland-Beveren,KSV Cercle Brugge
1,1109,8342,8571,0,0,1,2012/2013,KV Kortrijk,Club Brugge KV
0,1110,8635,9989,4,1,1,2012/2013,Lierse SK,RSC Anderlecht
0,1111,9985,9993,3,0,1,2012/2013,Beerschot AC,Standard de Liège
3,1112,9986,9998,1,2,1,2012/2013,RAEC Mons,Sporting Charleroi
0,1113,10000,1773,2,1,1,2012/2013,Oud-Heverlee Leuven,SV Zulte-Waregem
0,1114,9994,9984,3,0,1,2012/2013,KSV Cercle Brugge,Sporting Lokeren
0,1115,8203,9991,1,0,1,2012/2013,KAA Gent,KV Mechelen
1,1116,8475,9987,1,1,1,2012/2013,KRC Genk,Waasland-Beveren
3,1117,8635,10000,0,1,1,2012/2013,SV Zulte-Waregem,RSC Anderlecht
0,1118,9987,9986,3,1,1,2012/2013,Sporting Charleroi,KRC Genk
1,1119,9991,9985,0,0,1,2012/2013,Standard de Liège,KAA Gent
3,1120,1773,9994,2,6,1,2012/2013,Sporting Lokeren,Oud-Heverlee Leuven
0,1121,8571,9993,4,0,1,2012/2013,Beerschot AC,KV Kortrijk
1,1122,9989,8475,0,0,1,2012/2013,Waasland-Beveren,Lierse SK
3,1123,9998,8203,2,3,1,2012/2013,KV Mechelen,RAEC Mons
3,1124,9984,8342,0,3,1,2012/2013,Club Brugge KV,KSV Cercle Brugge
1,1125,8342,9991,0,0,1,2012/2013,KAA Gent,Club Brugge KV
0,1126,9985,8571,2,0,1,2012/2013,KV Kortrijk,Standard de Liège
1,1127,9993,9998,0,0,1,2012/2013,RAEC Mons,Beerschot AC
0,1128,9986,9984,2,1,1,2012/2013,KSV Cercle Brugge,Sporting Charleroi
0,1129,10000,9989,2,0,1,2012/2013,Lierse SK,SV Zulte-Waregem
3,1130,9994,8635,0,2,1,2012/2013,RSC Anderlecht,Sporting Lokeren
0,1131,8203,9987,2,1,1,2012/2013,KRC Genk,KV Mechelen
0,1132,8475,1773,2,0,1,2012/2013,Oud-Heverlee Leuven,Waasland-Beveren
1,1133,8635,9985,2,2,1,2012/2013,Standard de Liège,RSC Anderlecht
0,1134,9987,8342,4,1,1,2012/2013,Club Brugge KV,KRC Genk
0,1135,9991,9993,2,1,1,2012/2013,Beerschot AC,KAA Gent
0,1136,1773,9986,1,0,1,2012/2013,Sporting Charleroi,Oud-Heverlee Leuven
0,1137,8571,8203,2,1,1,2012/2013,KV Mechelen,KV Kortrijk
1,1138,9989,9994,1,1,1,2012/2013,Sporting Lokeren,Lierse SK
0,1139,9998,8475,3,0,1,2012/2013,Waasland-Beveren,RAEC Mons
